WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_PLAC1,TIPO_PLAC2,TIPO_PLAC3,TIPO_ACIDE,Mapinfo_1,Mapinfo_2
"POINT (-46.7106377366832 -23.6421876361404)",D121500860,09600,10243,,,2015/12/23 00:00:00,1935,4,D,,11,14935,,,10000000000000000,0100,SO2,72,,09600,10243,AU,ON,,AT,-23.641778,-46.710324
"POINT (-46.6605921792674 -23.5579291348463)",D121500861,15656,,2200,,2015/12/15 00:00:00,0750,2,D,,78,10866,B,,11000000000000000,0100,OE1,44,,15656,,MO,AU,,CT,-23.5575211,-46.6602807
"POINT (-46.4609831769697 -23.5592466443499)",D121500862,28954,,528,,2015/12/07 00:00:00,1942,2,D,,04,10614,,,11000000000000000,0200,SE1,58,,28954,,MO,AU,,CF,,
"POINT (-46.7051062476274 -23.5670913176976)",D121500863,12502,,1000,,2015/12/31 00:00:00,1730,2,D,,51,10527,,,01000000000100000,0100,PB,12,,13014,,MO,CM,,CO,-23.5666826,-46.704793
"POINT (-46.7523744294757 -23.5621690651201)",D121500864,74070,,200,,2015/12/13 00:00:00,2000,2,D,,93,6136,,,01000000000000000,0100,OE2,68,,74070,,MO,,,QM,-23.5617607,-46.7520589
"POINT (-46.7403910783355 -23.6225712069455)",D121500865,18561,,2152,,2015/12/08 00:00:00,1430,2,D,,89,10883,,,11000000000000000,0100,OE3,85,,18561,,MO,AU,,CO,-23.6221624,-46.7400764
"POINT (-46.4187042132835 -23.5242371166353)",D121500866,11542,,5300,,2015/12/11 00:00:00,1300,2,D,,68,137,,,11000000000000000,0100,LE3,47,,11542,,MO,AU,,CO,-23.5238285,-46.4184041
"POINT (-46.7230021748732 -23.5822675222676)",D121500867,10902,,483,,2015/12/12 00:00:00,1857,2,D,,34,10034,,,00000000000200000,0100,OE3,12,,10902,,CM,CM,,CT,-23.5818594,-46.7226884
"POINT (-46.6048857985752 -23.6028401529296)",D121500868,31265,,145,,2015/12/15 00:00:00,0837,2,D,,17,3973,,,11000000000000000,0100,SE2,33,,31265,,MO,AU,,CT,-23.6024309,-46.6045765
"POINT (-46.6421736818592 -23.6772834309931)",D121500869,05606,,4888,,2015/12/17 00:00:00,1543,2,D,,43,4794,,,11000000000000000,0100,SU3,22,,05606,,MO,AU,,CT,-23.6768733,-46.641863
"POINT (-46.6743317870188 -23.5156423704853)",D121500870,04561,,4885,,2015/12/02 00:00:00,1600,4,D,,23,5431,,,00100000000100000,0100,TT,06,,29772,,OU,CM,,AT,-23.5152347,-46.67402
"POINT (-46.5642927885813 -23.5447781803797)",D121500871,18068,,1186,,2015/12/17 00:00:00,0836,2,D,,30,4233,,,11000000000000000,0100,SE1,82,,18068,,MO,AU,,CO,-23.5443695,-46.563986
"POINT (-46.6657174385609 -23.5583031501022)",D121500872,05245,09642,,,2015/12/14 00:00:00,0731,2,D,,04,11271,,,00001000000000100,0100,OE1,44,,05245,09642,OU,BI,,CO,-23.557895,-46.665406
"POINT (-46.6434457256123 -23.670901248111)",D121500873,60063,17338,,,2015/12/31 00:00:00,1500,2,D,,97,10094,,,11000000000000000,0100,SU3,37,,17338,60063,MO,AU,,CO,-23.670491,-46.643135
"POINT (-46.4584539020584 -23.520718959392)",D121500874,03836,,32,,2015/12/23 00:00:00,2200,4,D,,64,229,,,10000000000000000,0100,LE3,36,,03836,,AU,,,AT,-23.5203109,-46.458152
"POINT (-46.7239261610838 -23.5866315761121)",D121500875,07500,,2214,,2015/12/05 00:00:00,1320,4,D,,34,9995,,,01000000000000000,0100,OE3,12,,07500,,MO,,,AT,-23.5862233,-46.7236118
"POINT (-46.4887394054975 -23.5395979630878)",D121500876,17248,03167,,,2015/12/27 00:00:00,1030,2,D,,65,23,,,11000000000000000,0100,LE3,05,,03167,17248,MO,AU,,CO,-23.53775,-46.488249
"POINT (-46.628115624358 -23.4980691161618)",D121500877,00988,,350,,2015/12/26 00:00:00,2247,2,D,,13,12195,,,31000000000000000,0100,CN2,71,,00988,,MO,AU,AU,CO,-23.4976619,-46.627806
"POINT (-46.4926786324029 -23.6089464851964)",D121500878,73046,,1287,,2015/12/22 00:00:00,2310,2,D,,69,10856,,,01000000000000000,0101,SE1,78,,73046,,MO,MO,,CH,-23.6085373,-46.4923748
"POINT (-46.6146369982317 -23.5008592072906)",D121500879,36061,,200,,2015/12/16 00:00:00,0915,2,D,,09,5249,,,01000000000100000,0100,CN2,88,,36061,,MO,CM,,CT,-23.5004522,-46.6143281
"POINT (-46.4977408214414 -23.5580675022649)",D121500880,76067,,200,,2015/12/29 00:00:00,2050,2,D,,66,349,,,11000000000000000,0100,SE1,24,,76067,,AU,MO,,CO,-23.5576593,-46.4974369
"POINT (-46.6823452444866 -23.5869097222162)",D121500881,06897,,3477,,2015/12/15 00:00:00,1705,2,D,,15,3948,,,02000000000000000,0100,SO1,34,,06897,,MO,MO,,CO,-23.5865005,-46.6820333
"POINT (-46.7260011111416 -23.5366656678102)",D121500882,11780,,1864,,2015/12/18 00:00:00,2310,2,D,,91,7974,,,01100000000000000,0100,NO1,90,,11780,,MO,ON,,CO,,
"POINT (-46.6611372122366 -23.544516957146)",D121500883,19721,,10,,2015/12/02 00:00:00,1456,2,D,,04,4854,,,10000000000100000,0200,OE1,26,,19721,,AU,CM,,CO,-23.5441092,-46.6608255
"POINT (-46.7245911905075 -23.5874306608849)",D121500884,21674,,40,,2015/12/07 00:00:00,1615,4,D,,34,3931,,,10000000000000000,0100,OE3,96,,21674,,AU,,,AT,-23.5870215,-46.7242769
"POINT (-46.6030404031429 -23.4814658750552)",D121500885,15728,,74,,2015/12/11 00:00:00,2030,2,D,,39,12382,,,01100000000000000,0200,CN2,84,,15728,,MO,ON,,CL,-23.4810586,-46.6027317
"POINT (-46.4558798639372 -23.5376512390408)",D121500886,22555,18109,,,2015/12/22 00:00:00,1230,2,D,,65,5546,,,11000000000000000,0100,LE3,36,,22555,18109,MO,AU,,CO,-23.537243,-46.455578
"POINT (-46.6297290999289 -23.7038249681063)",D121500887,76149,,33,,2015/12/08 00:00:00,1730,4,D,,98,9657,,,00000000000100000,0100,SU3,59,,76149,,CM,,,AT,-23.7034137,-46.629419
"POINT (-46.7353538499604 -23.6432656423248)",D121500888,99498,,10,,2015/12/26 00:00:00,1015,2,D,,89,10401,,,02000000000000000,0200,SO3,45,,99498,,MO,MO,,SI,-23.6428561,-46.7350385
"POINT (-46.5903689507335 -23.5426361293371)",D121500889,19035,,100,,2015/12/21 00:00:00,1000,4,D,,81,2523,,,00100000000000000,0100,LE1,08,,19035,,ON,,,AT,-23.5422276,-46.5900605
"POINT (-46.5611156637127 -23.5247477595525)",D121500890,06371,,1822,,2015/12/08 00:00:00,1640,2,D,,52,10376,,,01000000000000000,0001,TT,82,,29772,,MO,,,CH,-23.5243396,-46.5608089
"POINT (-46.751022536261 -23.6620879464763)",D121500891,12134,,70,,2015/12/21 00:00:00,1630,2,D,,92,1074,,,01000000000000010,0100,SO3,45,,12134,,MO,SI,,CO,-23.6616775,-46.7507071
"POINT (-46.4500565706588 -23.5340322322038)",D121500892,02516,,501,,2015/12/13 00:00:00,2240,2,D,,32,11578,,,01000000000100000,0200,LE3,36,,02516,,MO,CM,,CO,-23.5336235,-46.4497546
"POINT (-46.7669744911335 -23.4894447967657)",D121500893,01429,,17000,,2015/12/31 00:00:00,1227,2,D,,46,106,,,11000000000000000,0100,NO1,73,,01429,,AU,MO,,CO,,
"POINT (-46.6333020509221 -23.5620623406146)",D121500894,18618,,272,,2015/12/22 00:00:00,1300,2,D,,05,5061,C,,11000000000000000,0100,SU1,49,,18618,,MO,AU,,CL,,
"POINT (-46.6783521322094 -23.5973058670754)",D121500895,07104,,427,,2015/12/08 00:00:00,1000,2,D,,96,3959,,,11000000000000000,0100,SO1,34,,07104,,MO,AU,,CO,-23.5968972,-46.6780401
"POINT (-46.6419967223345 -23.6999288169918)",D121500896,19705,,512,,2015/12/19 00:00:00,0820,2,D,,98,10033,,,01000000000000000,0200,SU3,59,,19705,,MO,,,QM,-23.6995181,-46.6416864
"POINT (-46.6232895795492 -23.5733095506246)",D121500897,10802,,2000,,2015/12/12 00:00:00,0445,2,D,,100,11781,,,02000000000000000,0200,SU1,14,,10802,,MO,MO,,CF,,
"POINT (-46.5954214053927 -23.5822057643531)",D121500898,15275,,22,,2015/12/03 00:00:00,0830,2,D,,56,1527,,,11000000000000000,0100,SE2,95,,15275,,MO,AU,,CL,-23.5817972,-46.5951134
"POINT (-46.4545063821674 -23.5343078630053)",D121500899,26055,09806,,,2015/12/26 00:00:00,1900,2,D,,64,6913,B,,11000000000000000,0100,LE3,36,,09806,26055,MO,AU,,CO,-23.533752,-46.454473
"POINT (-46.6530740820784 -23.6228704084686)",D121500900,19100,,5024,,2015/12/19 00:00:00,1100,2,D,,96,5589,,,11000000000000000,0100,PB,15,,19100,,MO,AU,,CO,-23.6224611,-46.6527629
"POINT (-46.5904747796755 -23.4444022777212)",D121500901,16305,,1539,,2015/12/19 00:00:00,0700,2,D,,73,623,C,,11000000000000000,0100,CN2,83,,16305,,MO,AU,,CO,-23.443996,-46.590167
"POINT (-46.6991659541384 -23.5653932514915)",D121500902,01013,18524,,,2015/12/04 00:00:00,2330,2,D,,14,403,,,01000000000000000,0100,OE1,63,,01013,18524,MO,,,OU,-23.564985,-46.698853
"POINT (-46.6782909984168 -23.5693433696199)",D121500903,02484,,835,,2015/12/06 00:00:00,2030,2,D,,102,2888,,,01000000000000000,0100,OE1,63,,02484,,MO,,,QM,,
"POINT (-46.6749860307735 -23.6278534267975)",D121500904,31919,,3017,,2015/12/21 00:00:00,2251,2,D,,27,235,,,01000000000000000,0100,SO1,15,,31919,,MO,,,QM,,
"POINT (-46.630980832707 -23.5246886269626)",D121500905,17799,06642,,,2015/12/11 00:00:00,1840,2,D,,02,7513,,,01000000000100000,0100,CN1,09,,06642,17799,MO,CM,,CO,-23.524281,-46.630671
"POINT (-46.5951905071062 -23.6460389293744)",D121500906,28670,,774,,2015/12/20 00:00:00,1920,2,D,,83,9870,,,20000000000000000,0100,SU1,69,,28670,,AU,AU,,SI,-23.6456288,-46.594882
"POINT (-46.5985582287785 -23.4727607328742)",D121500907,21310,,1215,,2015/12/31 00:00:00,1629,2,D,,39,13123,,,11000000000000000,0200,CN2,84,,21310,,MO,AU,,CO,-23.4723535,-46.5982502
"POINT (-46.4444983211188 -23.5569685838598)",D121500908,35913,,100,,2015/12/07 00:00:00,2110,2,D,,103,4535,,,11000000000000000,0100,LE3,46,,35913,,AU,MO,,CO,-23.5565603,-46.4441973
"POINT (-46.4801949333159 -23.5182007792382)",D121500909,14094,,2166,,2015/12/04 00:00:00,0550,2,D,,62,11356,B,,01000000000000000,0100,LE2,65,,14094,,MO,,,CH,-23.5177927,-46.4798918
"POINT (-46.5189446564714 -23.4985514145562)",D121500910,02429,,3718,,2015/12/15 00:00:00,0820,2,D,,24,11234,,,01000000000100000,0100,LE2,18,,02429,,MO,CM,,CO,-23.4981437,-46.5186402
"POINT (-46.695330928637 -23.6025069373899)",D121500911,06238,,11633,,2015/12/16 00:00:00,1000,2,D,,11,14766,,,11000000000000000,0100,PB,34,,13014,,MO,AU,,CO,-23.6020975,-46.6950176
"POINT (-46.6026193708247 -23.4590534664916)",D121500912,18151,,2320,,2015/12/19 00:00:00,1900,2,D,,20,377,,,11000000000000000,0100,CN2,83,,18151,,MO,AU,,CO,-23.4586466,-46.6023106
"POINT (-46.6331092968986 -23.6959927914773)",D121500913,98348,,250,,2015/12/12 00:00:00,1815,2,D,,98,10065,,,01000000000000000,0100,SU3,59,,98348,,MO,,,QM,-23.695582,-46.6327988
"POINT (-46.5263590988246 -23.5522443778251)",D121500914,02440,,220,,2015/12/05 00:00:00,1045,4,D,,31,6633,,,10000000000000000,0100,SE1,20,,02440,,AU,,,AT,-23.5518357,-46.5260539
"POINT (-46.5859696361334 -23.4576795231627)",D121500915,13133,,5000,,2015/12/01 00:00:00,1230,2,D,,73,12127,,,11000000000000000,0100,CN2,83,,13133,,MO,AU,,CO,-23.4572733,-46.585662
"POINT (-46.4625922056028 -23.5511704426043)",D121500916,06927,,40,,2015/12/01 00:00:00,0050,2,D,,53,8479,,,11000000000000000,0100,SE1,58,,06927,,MO,AU,,SI,,
"POINT (-46.7426502665074 -23.6536698107545)",D121500917,20027,,115,,2015/12/05 00:00:00,2355,2,D,,92,11547,,,02000000000000000,0200,SO3,45,,20027,,MO,MO,,CO,-23.6532604,-46.7423354
"POINT (-46.7507654774637 -23.645791658768)",D121500918,46544,,2000,,2015/12/31 00:00:00,0430,4,D,,37,471,,,00000000000000010,0100,SO3,45,,46544,,,,,AT,-23.6453823,-46.7504501
"POINT (-46.7187346848267 -23.4954570074212)",D121500919,21095,,400,,2015/12/21 00:00:00,1655,4,D,,87,4365,,,10000000000000000,0100,NO1,64,,21095,,AU,,,AT,-23.4950495,-46.7184209
"POINT (-46.5891858678702 -23.5288148248805)",D121500920,27099,,13000,,2015/12/12 00:00:00,1830,2,D,,90,10125,,,01000000000000000,0100,RV1,08,,27099,,,,,QM,-23.5284073,-46.5888775
"POINT (-46.7851782356498 -23.6692209132241)",D121500921,09529,,8650,,2015/12/30 00:00:00,1527,2,D,,47,12396,,,11000000000000000,0100,SO3,19,,09529,,MO,AU,,CO,-23.6688106,-46.7848605
"POINT (-46.7718935404963 -23.6669479636043)",D121500922,06334,,749,,2015/12/16 00:00:00,0025,2,D,,47,512,C,,20000000000000000,0100,SO3,19,,06334,,AU,AU,,CT,-23.6665377,-46.7715769
"POINT (-46.7746946209517 -23.6344033906093)",D121500923,16339,,,NC,2015/12/13 00:00:00,1400,2,D,,37,6247,,,11000000000000000,0100,OE3,17,,16339,,MO,AU,,CT,-23.6339942,-46.7743779
"POINT (-46.6889417032564 -23.6227763884072)",D121500924,16877,,8760,,2015/12/12 00:00:00,1000,2,D,,75,7840,,,11000000000000000,0100,SO1,34,,16877,,MO,AU,,CO,,
"POINT (-46.6547188246404 -23.4830697524531)",D121500925,09078,,2800,,2015/12/17 00:00:00,1400,2,D,,38,6427,,,11000000000000000,0100,CN1,21,,09078,,MO,AU,,SI,-23.4826634,-46.6544084
"POINT (-46.4056725058456 -23.5032857592556)",D121500926,09003,,700,,2015/12/05 00:00:00,1859,4,D,,59,13318,,,01000000000000000,0200,LE2,35,,09003,,MO,,,AT,-23.5028784,-46.4053733
"POINT (-46.7420682098568 -23.657474941458)",D121500927,21084,,912,,2015/12/10 00:00:00,1515,4,D,,92,4359,,,10000000000000000,0100,SO3,45,,21084,,AU,,,AT,-23.6570648,-46.7417531
"POINT (-46.6114173095334 -23.4949998333498)",D121500928,36061,,800,,2015/12/13 00:00:00,0230,4,D,,09,13609,,,10000000000000000,0001,CN2,88,,36061,,AU,,,AT,-23.4945664,-46.6115719
"POINT (-46.4247183604138 -23.4947185168242)",D121500929,17820,,2215,,2015/12/05 00:00:00,1045,2,D,,22,11280,,,11000000000000000,0100,LE2,86,,17820,,MO,AU,,CL,-23.4943108,-46.4244177
"POINT (-46.7625922980517 -23.4939988452159)",D121500930,01429,,18000,,2015/12/18 00:00:00,2120,2,D,,46,7536,,,11000000000000010,0200,NO1,73,,01429,,MO,AU,,CO,,
"POINT (-46.535158410835 -23.5086295270233)",D121500931,04128,,2100,,2015/12/19 00:00:00,1700,2,D,,10,30,,,11000000000000000,0100,LE2,18,,04128,,MO,AU,,CL,-23.5082216,-46.5348532
"POINT (-46.4631551455939 -23.515862849294)",D121500932,09084,,4300,,2015/12/09 00:00:00,0435,2,D,,63,11420,,,00100000000100000,0200,LE2,36,,09084,,ON,CM,,CO,-23.5154547,-46.4628525
"POINT (-46.771974329343 -23.5808033422811)",D121500933,14700,,5950,,2015/12/05 00:00:00,0620,2,D,,51,5872,,,01000000000000000,0100,OE2,68,,14700,,MO,,,QM,-23.5803951,-46.7716578
"POINT (-46.7073073897296 -23.5753423835792)",D121500934,17822,,10,,2015/12/23 00:00:00,0400,2,D,,34,10318,,,11000000000000000,0100,OE2,12,,17822,,MO,AU,,CO,-23.5749339,-46.706994
"POINT (-46.7127078558892 -23.6670310876473)",D121500935,16247,,113,,2015/12/08 00:00:00,1110,4,D,,102,2886,,,01000000000000000,0100,SO3,81,,16247,,MO,,,AT,-23.6666205,-46.7123936
"POINT (-46.5232411092091 -23.6124644452811)",D121500936,70603,,100,,2015/12/12 00:00:00,0630,2,D,,70,4870,,,11000000000000000,0100,SE2,78,,70603,,MO,AU,,CF,-23.6120547,-46.5229362
"POINT (-46.425796568956 -23.5660737530792)",D121500937,98345,,48,,2015/12/27 00:00:00,2130,4,D,,53,396,,,10000000000000000,0100,LE3,46,,98345,,,,,AT,,
"POINT (-46.6550861648795 -23.6577560616642)",D121500938,15378,15590,,,2015/12/22 00:00:00,1326,2,D,,35,5616,,,00000000100100000,0200,SU3,37,,15378,15590,MC,CM,,CV,-23.657346,-46.654775
"POINT (-46.6722376635429 -23.5028651600397)",D121500939,06450,,154,,2015/12/08 00:00:00,2100,2,D,,40,11592,,,10001000000000000,0100,CN1,50,,06450,,AU,,,SI,,
"POINT (-46.7612340921071 -23.6971305786587)",D121500940,04753,,60,,2015/12/20 00:00:00,1530,2,D,,100,569,,,11000000000000000,0100,SO3,42,,04753,,MO,AU,,CO,-23.6967201,-46.7609183
"POINT (-46.5235190719666 -23.5967201593663)",D121500941,17824,,7830,,2015/12/17 00:00:00,1120,2,D,,70,4879,C,,11000000000000000,0200,SE1,78,,17824,,MO,AU,,CO,,
"POINT (-46.4006434281625 -23.5685398607036)",D121500942,75421,,1362,,2015/12/15 00:00:00,0720,2,D,,44,6518,,,01100000000000000,0200,LE3,25,,75421,,MO,ON,,CO,-23.5681308,-46.4003444
"POINT (-46.6354240846075 -23.5518681261298)",D121500943,15635,10376,,,2015/12/05 00:00:00,1400,2,D,,01,9107,,,11000000000000000,0100,CN3,80,,10376,15635,MO,AU,,CO,-23.55146,-46.635114
"POINT (-46.4357119325716 -23.5145948241198)",D121500944,30223,,621,,2015/12/21 00:00:00,1500,4,D,,32,4037,,,00010000000000000,0100,LE2,76,,30223,,,,,AT,-23.5141874,-46.4354113
"POINT (-46.749906400555 -23.5822444487594)",D121500945,08603,,1837,,2015/12/05 00:00:00,1629,2,D,,51,10467,,,00000000000200000,0100,OE2,68,,08603,,CM,CM,,CH,-23.5818361,-46.7495906
"POINT (-46.6459426047802 -23.589977843514)",D121500946,18653,10670,,,2015/12/18 00:00:00,0751,2,D,,36,3274,,,11000000000000000,0100,SU2,92,,10670,18653,MO,AU,,CO,-23.589569,-46.645632
"POINT (-46.6372450683088 -23.4847618331383)",D121500947,03813,,5400,,2015/12/19 00:00:00,1740,2,D,,20,13867,,,01000000000100000,0100,CN1,51,,03813,,MO,CM,,CO,-23.4843546,-46.6369346
"POINT (-46.625716605617 -23.5687984624192)",D121500948,04285,,100,,2015/12/29 00:00:00,1800,2,D,,06,5577,,,11000000000000000,0100,SU1,49,,04285,,AU,,,SI,-23.5683897,-46.6254071
"POINT (-46.759895014666 -23.6709241061453)",D121500949,70209,,33,,2015/12/01 00:00:00,1330,2,D,,92,4240,,,11000000000000000,0100,SO3,45,,70209,,MO,AU,,CO,-23.6705138,-46.7595786
"POINT (-46.5766772868717 -23.5037414148341)",D121500950,04775,,1635,,2015/12/02 00:00:00,1159,2,D,,19,3921,,,11000000000000000,0100,CN2,91,,04775,,MO,AU,,CO,-23.5033337,-46.5763697
"POINT (-46.7107387578843 -23.6720302360604)",D121500951,12751,,490,,2015/12/03 00:00:00,1100,4,D,,102,2873,,,10000000000000000,0100,SU4,81,,12751,,,,,AT,-23.6716196,-46.7104253
"POINT (-46.6679094949441 -23.5586022064945)",D121500952,16919,,549,,2015/12/14 00:00:00,1745,4,D,,14,10751,,,01000000000000000,0100,OE1,44,,16919,,,,,AT,-23.5581939,-46.6675983
"POINT (-46.6875874572846 -23.5767944910139)",D121500953,06897,,2223,,2015/12/11 00:00:00,2000,2,D,,14,10661,,,10100000000000000,0100,OE1,63,,06897,,AU,ON,,CO,-23.5763862,-46.6872747
"POINT (-46.6677165984343 -23.5969909015309)",D121500954,05910,,554,,2015/12/10 00:00:00,1754,2,D,,96,230,,,11000000000000000,0100,SO1,53,,05910,,MO,AU,,CO,-23.5965821,-46.6674053
"POINT (-46.5295913731548 -23.6035452735061)",D121500955,15032,,4716,,2015/12/15 00:00:00,1800,4,D,,70,4912,,,01000000000000000,0100,SE2,74,,15032,,,,,AT,-23.6031362,-46.529286
"POINT (-46.5076091759506 -23.5283838893533)",D121500956,01702,,1500,,2015/12/13 00:00:00,1715,2,D,,21,10526,,,10000000000000000,0100,LE1,93,,01702,,AU,,,SI,-23.5279761,-46.5073047
"POINT (-46.5398978376447 -23.5996731375046)",D121500957,70765,,558,,2015/12/23 00:00:00,0530,2,D,,42,3061,,,11000000000000000,0100,SE2,74,,70765,,MO,AU,,SI,-23.5992639,-46.5395919
"POINT (-46.6289200082953 -23.6291525866477)",D121500958,36098,,,NC,2015/12/28 00:00:00,0715,2,D,,35,5658,,,01000000000000000,0100,SU1,27,,36098,,MO,AU,,QM,,
"POINT (-46.3992011514769 -23.490631491516)",D121500959,05129,,450,,2015/12/01 00:00:00,1155,4,D,,59,2730,,,10000000000000000,0100,LE2,43,,05129,,AU,,,AT,-23.4902236,-46.398902
"POINT (-46.5953183626777 -23.6025431435957)",D121500960,14983,,300,,2015/12/04 00:00:00,2343,2,D,,95,9464,,,40000000000200000,0100,SE2,33,,14983,,AU,AU,AU,SI,,
"POINT (-46.6465025460997 -23.525481592559)",D121500961,14522,,1,,2015/12/04 00:00:00,1549,2,D,,02,7342,,,11000000000000000,0100,CN1,09,,14522,,AU,MO,,CO,-23.5250744,-46.6461921
"POINT (-46.6855711302051 -23.4789147308305)",D121500962,34562,,1736,,2015/12/28 00:00:00,1230,2,D,,45,3152,,,01000000000100000,0100,NO2,11,,34562,,MO,CM,,CO,-23.4785075,-46.6852591
"POINT (-46.6399133133687 -23.5663564335877)",D121500963,19583,,1636,,2015/12/23 00:00:00,0930,4,D,,36,3315,B,,01000000000000000,0200,SU2,49,,19583,,MO,,,AT,-23.565948,-46.6396032
"POINT (-46.5309643415419 -23.5912341012148)",D121500964,17824,,6874,,2015/12/27 00:00:00,1500,2,D,,70,5027,C,,01000000000000010,0100,SE1,78,,17824,,MO,SI,,CO,,
"POINT (-46.6604206864857 -23.7404685686371)",D121500965,98343,,45,,2015/12/25 00:00:00,0530,2,D,,101,1528,,,01000000000000000,0100,SU4,30,,98343,,MO,,,QM,,
"POINT (-46.506876058985 -23.5051515204659)",D121500966,05687,,30,,2015/12/27 00:00:00,0150,2,D,,24,11559,B,,01000000000000000,0001,LE2,18,,05687,,MO,,,SI,-23.5047435,-46.5065723
"POINT (-46.6581351132018 -23.5756646009127)",D121500967,03805,,49,,2015/12/03 00:00:00,1540,2,D,,78,9421,,,11000000000000000,0100,SO1,44,,03805,,MO,AU,,CO,-23.5752562,-46.6578244
"POINT EMPTY",D121500968,98750,,1,,2015/12/05 00:00:00,0700,4,D,,91,10442,,,01000000000000000,0200,SI,SI,,99035,,MO,,,AT,,
"POINT (-46.6009116367101 -23.6013671573839)",D121500969,18172,,2530,,2015/12/21 00:00:00,1529,2,D,,17,4024,,,20000000000000000,0100,SE2,33,,18172,,AU,AU,,SI,-23.6009578,-46.6006029
"POINT (-46.5403138252886 -23.5937171657313)",D121500970,24338,,6250,,2015/12/06 00:00:00,2250,2,D,,42,3050,B,,11000000000000000,0100,SE2,74,,24338,,MO,AU,,CO,-23.5933081,-46.5400076
"POINT (-46.744302274591 -23.6714950847001)",D121500971,62263,,1112,,2015/12/17 00:00:00,0630,2,D,,92,11207,,,00000000000100010,0100,SO3,45,,62263,,CM,SI,,CO,-23.6710854,-46.7439866
"POINT (-46.6687778352848 -23.6483787623075)",D121500972,06724,,1068,,2015/12/02 00:00:00,0826,4,D,,35,5257,,,10000000000000000,0100,SU3,37,,06724,,AU,,,AT,-23.6479686,-46.6684659
"POINT (-46.6489997007786 -23.5478080608741)",D121500973,05245,03874,,,2015/12/29 00:00:00,1325,2,D,,04,5201,,,00100000000000000,0100,OE1,26,,03874,05245,ON,,,QD,-23.5474,-46.648689
"POINT (-46.648511912281 -23.6543150342472)",D121500974,12877,,125,,2015/12/28 00:00:00,1714,2,D,,97,2602,,,11000000000000000,0100,SU3,37,,12877,,MO,AU,,CO,-23.6539052,-46.648201
"POINT (-46.4532027869994 -23.5799199259147)",D121500975,36396,,956,,2015/12/05 00:00:00,0640,2,D,,53,243,,,01000000000000000,0100,SE1,58,,36396,,MO,,,QM,,
"POINT (-46.7782965163478 -23.469254130688)",D121500976,01429,,13650,,2015/12/18 00:00:00,0746,2,D,,33,7342,,,01010000000000000,0200,RV1,41,,01429,,MO,CA,,CO,,
"POINT (-46.7473282803079 -23.6090538848309)",D121500977,18561,,315,,2015/12/26 00:00:00,0915,2,D,,89,10409,,,11000000000000000,0200,OE3,96,,18561,,MO,AU,,CL,-23.6086452,-46.7470125
"POINT (-46.4818810739553 -23.5392762048264)",D121500978,21253,,305,,2015/12/10 00:00:00,0834,2,D,,64,6422,,,11000000000000000,0100,LE3,05,,21253,,MO,AU,,CO,-23.5388679,-46.4815784
"POINT (-46.535969681758 -23.5959111799952)",D121500979,11287,19708,,,2015/12/18 00:00:00,2140,2,D,,70,7515,B,,11000000000000000,0100,SE2,78,,11287,19708,AU,MO,,CL,-23.595502,-46.535664
"POINT (-46.7696994962465 -23.6839483186971)",D121500980,76209,,148,,2015/12/29 00:00:00,1115,4,D,,100,4879,,,10000000000000000,0100,SO3,42,,76209,,,,,AT,-23.6835375,-46.7693825
"POINT (-46.5213459119723 -23.5594774646754)",D121500981,10503,,2958,,2015/12/26 00:00:00,1130,2,D,,41,378,,,00100000000000000,0100,SE1,20,,10503,,ON,,,QD,,
"POINT (-46.6494826920345 -23.5482630306065)",D121500982,05245,,790,,2015/12/22 00:00:00,1130,2,D,,04,5162,C,,00001000000100000,0100,OE1,26,,05245,,CM,BI,,CL,-23.5478548,-46.6491721
"POINT (-46.7010504386596 -23.7281243421175)",D121500983,33309,,110,,2015/12/05 00:00:00,1230,2,D,,101,11259,,,11000000000000000,0200,SU4,23,,33309,,MO,AU,,CO,-23.7277126,-46.7007374
"POINT (-46.6753167630179 -23.5174404352023)",D121500984,20071,,,NC,2015/12/08 00:00:00,0800,2,D,,23,5527,,,01000000000100000,0200,NO2,06,,20071,,MO,CM,,CO,-23.5170331,-46.6750045
"POINT (-46.6403147225942 -23.5643252633955)",D121500985,19764,,,SB VD PEDROSO,2015/12/25 00:00:00,0148,4,D,,05,11142,,,10000000000000000,0100,SU2,49,,19764,,AU,,,AT,-23.563971,-46.638252
"POINT (-46.6548361128542 -23.610486250611)",D121500986,35829,,245,,2015/12/17 00:00:00,0900,2,D,,16,12834,,,03000000000000000,0200,SU2,79,,35829,,MO,MO,MO,CO,-23.6100765,-46.6545253
"POINT (-46.4802391557289 -23.6061214243027)",D121500987,13671,,2800,,2015/12/22 00:00:00,1408,4,D,,49,14869,,,01000000000000000,0100,SE1,75,,13671,,,,,AT,-23.6057124,-46.4799355
"POINT (-46.5095945435892 -23.6173885168555)",D121500988,05950,,698,,2015/12/26 00:00:00,1845,2,D,,70,10975,,,01000000000000000,0200,SE2,78,,05950,,MO,,,QM,-23.6169788,-46.5092901
