WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_PLAC1,TIPO_PLAC2,TIPO_PLAC3,TIPO_ACIDE,Mapinfo_1,Mapinfo_2
"POINT (-46.6211164798127 -23.5569068806389)",D011500107,06642,,4971,,2015/01/08 00:00:00,2030,2,D,,08,205,C,,20000000000000000,0200,SU1,14,0116,06642,,AU,AU,,CH,4971 06642,
"POINT (-46.6227014113767 -23.5557315742361)",D011500108,06642,,4835,,2015/01/11 00:00:00,0654,2,D,,08,266,,,01000000000000010,0100,SE1,14,0116,06642,,SI,MO,,CO,4835 06642,
"POINT (-46.6088887770754 -23.5641278854009)",D011500109,02285,,241,,2015/01/17 00:00:00,2139,2,D,,08,478,,,11000000000000000,0100,SE2,14,0116,02285,,AU,MO,,CO,241 02285,
"POINT (-46.596492826752 -23.5453474531369)",D011500110,00543,,2900,,2015/01/19 00:00:00,0816,2,D,,08,508,,,01000000000000000,0100,SE1,54,0116,00543,,MO,,,QM,2900 00543,
"POINT (-46.5886331619709 -23.5437579297959)",D011500111,00543,,3868,,2015/01/22 00:00:00,0510,4,D,,08,570,,,00000000000000010,0100,SE1,08,0116,00543,,SI,,,AT,3868 00543,
"POINT (-46.5925735816848 -23.5444250789045)",D011500112,00543,18184,,,2015/01/25 00:00:00,0720,2,D,,08,655,C,,11000000000000000,0100,LE1,08,0116,00543,18184,AU,MO,,CO,18184&&00543,
"POINT (-46.6104918431437 -23.5635800281673)",D011500113,02285,,146,,2015/01/27 00:00:00,1740,2,D,,08,717,,,01000000000100000,0200,SE2,14,0117,02285,,CM,MO,,SI,146 02285,
"POINT (-46.5909038518332 -23.5441992475165)",D011500114,00543,,3500,,2015/01/31 00:00:00,0350,2,D,,08,801,,,10000000000000000,0200,SE1,08,0117,00543,,AU,,,CH,3500 00543,
"POINT (-46.6046205517056 -23.5504946708632)",D011500115,10190,08798,,,2015/01/29 00:00:00,1620,4,D,,08,820,,,00000000000000010,0100,SE1,54,0117,08798,10190,SI,,,AT,08798&&10190,
"POINT (-46.6000855539426 -23.5554934935183)",D011500116,18703,,172,,2015/01/15 00:00:00,1650,2,D,,08,844,,,21000000000000000,0100,SE2,54,0117,18703,,AU,AU,MO,CH,172 18703,
"POINT (-46.6087130080845 -23.5242727272201)",D011500118,04561,10528,,,2015/01/02 00:00:00,1640,4,D,,12,14,,,00000001000000000,0100,TT,57,0118,04561,10528,OU,,,AT,10528&&04561,
"POINT (-46.6037797186521 -23.5384806263228)",D011500119,04736,,819,,2015/01/12 00:00:00,2010,2,D,,12,18,,,00001000000000010,0100,LE1,08,0118,04736,,BI,SI,,CO,819 04736,
"POINT (-46.6132573718794 -23.5330119902573)",D011500120,03653,,135,,2015/01/06 00:00:00,0855,4,D,,12,52,,,00000000000100000,0100,LE1,57,0118,03653,,CM,,,AT,135 03653,
"POINT (-46.6204303940155 -23.5352213223683)",D011500121,10485,17318,,,2015/01/07 00:00:00,1530,2,D,,12,93,,,20000000000000000,0100,CN2,10,0118,10485,17318,AU,AU,,CO,17318&&10485,
"POINT (-46.6250785793132 -23.5210717590524)",D011500122,05567,,1200,,2015/01/09 00:00:00,1900,4,D,,12,120,,,01000000000000000,0100,CN2,57,0118,05567,,MO,,,AT,1200 05567,
"POINT (-46.6034159574955 -23.5345469350816)",D011500123,03787,08128,,,2015/01/12 00:00:00,1050,4,D,,12,157,,,00010000000000000,0100,LE1,08,0118,03787,08128,CA,,,AT,08128&&03787,
"POINT (-46.6257922582442 -23.5298040666942)",D011500124,05567,,169,,2015/01/12 00:00:00,1240,2,D,,12,158,,,11000000000000000,0100,CN2,09,0118,05567,,MO,AU,,CL,169 05567,
"POINT (-46.6324049093212 -23.532357698051)",D011500125,10485,18993,,,2015/01/12 00:00:00,1300,2,D,,12,161,C,,02000000000100000,0200,CN3,09,0118,10485,18993,MO,MO,CM,CO,18993&&10485,
"POINT (-46.6105063762115 -23.5240627357849)",D011500126,04561,,1500,,2015/01/13 00:00:00,0650,2,D,,12,170,,,01010000000000000,0100,TT,57,0119,29772,,MO,CA,,CO,1500 04561,
"POINT (-46.6153670540381 -23.5377622959364)",D011500127,04539,15053,,,2015/01/15 00:00:00,1230,2,D,,12,244,,,01010000000000000,0100,LE1,10,0119,04539,15053,MO,CA,,CO,15053&&04539,
"POINT (-46.6066581797189 -23.539000425055)",D011500128,10177,04736,,,2015/01/08 00:00:00,1630,2,D,,12,250,,,10000000000100000,0200,LE1,08,0119,04736,10177,AU,CM,,CL,04736&&10177,
"POINT (-46.6044866793207 -23.5387624901998)",D011500129,04736,,804,,2015/01/15 00:00:00,1630,2,D,,12,251,B,,00110000000000000,0100,LE1,08,0119,04736,,ON,CA,,CT,804 04736,
"POINT (-46.6116710631429 -23.5326053556013)",D011500130,10177,17180,,,2015/01/16 00:00:00,1700,2,D,,12,276,,,11000000000000000,0100,LE1,57,0119,10177,17180,MO,AU,,CO,17180&&10177,
"POINT (-46.6123534225952 -23.5371373205551)",D011500131,02898,13826,,,2015/01/12 00:00:00,1500,2,D,,12,493,,,00000000000200000,0200,LE1,10,0119,02898,13826,CM,CM,,CO,13826&&02898,
"POINT (-46.6267858318323 -23.5423206646633)",D011500132,17400,,313,,2015/01/28 00:00:00,0830,2,D,,12,501,,,01000000000100000,0100,LE1,10,0119,17400,,MO,CM,,CO,313 17400,
"POINT (-46.6135469880869 -23.5255282116686)",D011500133,03445,08359,,,2015/01/28 00:00:00,1000,2,D,,12,506,C,,11000000000000000,0100,CN2,57,0119,03445,08359,MO,AU,,CL,08359&&03445,
"POINT (-46.6129264417293 -23.5406824882589)",D011500134,16870,08798,,,2015/01/30 00:00:00,1325,4,D,,12,569,,,00000001000000000,0100,LE1,10,0119,08798,16870,OU,,,AT,08798&&16870,
"POINT (-46.6162403956749 -23.5377920557844)",D011500135,15053,13303,,,2015/01/23 00:00:00,1830,2,D,,12,642,,,20000000000000000,0200,LE1,10,0120,13303,15053,AU,AU,,CH,13303&&15053,
"POINT (-46.6248861913002 -23.5201263919123)",D011500136,04561,,3150,,2015/01/29 00:00:00,1932,2,D,,12,771,,,01000000000100000,0100,TT,57,0120,29772,,MO,CM,,CO,3150 04561,
"POINT (-46.6126771046611 -23.5336091348089)",D011500137,03653,17180,,,2015/01/26 00:00:00,1645,2,D,,12,819,,,11000000000000000,0100,LE1,10,0120,03653,17180,MO,AU,,CT,17180&&03653,
"POINT (-46.648420951329 -23.5378972456131)",D011500138,10101,,1899,,2015/01/05 00:00:00,0915,4,D,,77,26,,,00000000000100000,0100,NO1,70,0121,10101,,CM,,,AT,1899 10101,
"POINT (-46.6540610757036 -23.5358034952012)",D011500139,01356,,310,,2015/01/15 00:00:00,0833,4,D,,77,170,,,00000000000100000,0100,OE1,70,0121,01356,,CM,,,AT,310 01356,
"POINT (-46.6518417232354 -23.5322826947702)",D011500140,06263,19862,,,2015/01/10 00:00:00,1155,2,D,,77,193,,,01000000000000000,0100,NO1,70,0121,06263,19862,MO,,,QM,19862&&06263,
"POINT (-46.6540349022296 -23.5363811681894)",D011500141,01356,,385,,2015/01/21 00:00:00,0933,4,D,,77,251,B,,10000000000000000,0100,OE1,70,0121,01356,,AU,,,AT,385 01356,
"POINT (-46.6478434342492 -23.5380745779905)",D011500142,01162,10101,,,2015/01/13 00:00:00,2047,2,D,,77,257,,,01000000000100000,0100,NO1,70,0121,01162,10101,CM,MO,,SI,10101&&01162,
"POINT (-46.6454568719976 -23.5428308031231)",D011500143,03231,09372,,,2015/01/22 00:00:00,1656,4,D,,77,288,,,01000000000000000,0100,CN3,67,0121,03231,09372,MO,,,AT,09372&&03231,
"POINT (-46.6546817920157 -23.5378201235044)",D011500144,01356,,500,,2015/01/21 00:00:00,0910,2,D,,77,304,,,11000000000000000,0100,OE1,70,0121,01356,,AU,MO,,CO,500 01356,
"POINT (-46.6460593881445 -23.532392375861)",D011500145,14750,,500,,2015/01/21 00:00:00,1715,2,D,,77,309,,,01000000000000000,0100,NO1,70,0121,14750,,MO,,,QM,500 14750,
"POINT (-46.6580327540757 -23.5307914215405)",D011500146,03674,,486,,2015/01/28 00:00:00,1115,4,D,,77,367,C,,10000000000000000,0100,NO1,70,0121,03674,,AU,,,AT,486 03674,
"POINT (-46.6478719851571 -23.5473044763421)",D011500147,05431,,14,,2015/01/28 00:00:00,0840,2,D,,77,370,,,01000000000000000,0100,OE1,67,0121,05431,,MO,,,QM,14 05431,
"POINT (-46.6504676386578 -23.5341979679745)",D011500148,04516,19862,,,2015/01/28 00:00:00,1600,2,D,,77,373,,,02000000000000000,0100,NO1,70,0122,01912,04516,MO,MO,,CO,19862&&04516,
"POINT (-46.6472426905965 -23.5296630919542)",D011500149,17115,,1710,,2015/01/29 00:00:00,1530,4,D,,77,935,,,00000001000000000,0100,CN1,70,0122,17115,,OU,,,AT,1710 17115,
"POINT (-46.6555999121751 -23.5408164353242)",D011500150,01356,,896,,2015/01/30 00:00:00,1300,2,D,,77,410,,,11000000000000000,0100,OE1,70,0122,01356,,AU,MO,,CF,896 01356,
"POINT (-46.6456888112203 -23.5369677876921)",D011500151,11883,,425,,2015/01/30 00:00:00,1323,4,D,,77,413,,,01000000000000000,0200,NO1,70,0122,11883,,MO,,,AT,425 11883,
"POINT (-46.647642957103 -23.5447173833229)",D011500152,09969,00989,,,2015/01/20 00:00:00,2048,2,D,,77,424,,,10001000000000000,0100,CN3,67,0122,00989,09969,AU,BI,,CF,00989&&09969,
"POINT (-46.6565094173192 -23.5396894401877)",D011500153,09646,,375,,2015/01/29 00:00:00,1905,2,D,,77,614,,,41000000000000000,0100,OE1,70,0122,09646,,AU,MO,AU,CL,375 09646,
"POINT (-46.6482325379555 -23.5680259904147)",D011500154,15656,,512,,2015/01/04 00:00:00,2000,2,D,,78,105,,,10001000000000000,0100,OE1,07,0123,15656,,AU,BI,,CT,512 15656,
"POINT (-46.673057861196 -23.5771975181715)",D011500155,14804,,4939,,2015/01/12 00:00:00,1445,2,D,,78,131,C,,11000000000000000,0100,SO1,34,0123,14804,,MO,AU,,CO,4939 14804,
"POINT (-46.6424295732151 -23.5731957501798)",D011500156,03274,,185,,2015/01/15 00:00:00,1525,2,D,,78,138,,,11000000000000000,0100,SO1,92,0123,03274,,MO,AU,,CT,185 03274,
"POINT (-46.6613613041019 -23.5568743160291)",D011500157,15656,,2381,,2015/01/08 00:00:00,1520,2,D,,78,225,,,01000000000100000,0100,OE1,26,0123,15656,,MO,CM,,CO,2381 15656,
"POINT (-46.6439791742288 -23.5707027269991)",D011500158,15153,,18,,2015/01/23 00:00:00,1130,4,D,,78,358,,,00000000000000010,0100,OE1,07,0123,15153,,SI,,,AT,18 15153,
"POINT (-46.648918577309 -23.567609011297)",D011500159,12165,,2288,,2015/01/15 00:00:00,0905,4,D,,78,428,,,00000001000000000,0100,OE1,07,0123,12165,,OU,,,AT,2288 12165,
"POINT (-46.6545176300746 -23.5731164577028)",D011500160,12165,,3051,,2015/01/17 00:00:00,0720,2,D,,78,485,,,11000000000000000,0200,SO1,44,0123,12165,,MO,AU,,SI,3051 12165,
"POINT (-46.6490260592553 -23.5677356488335)",D011500161,15656,12165,,,2015/01/20 00:00:00,0840,2,D,,78,571,,,11000000000000000,0100,OE1,07,0123,12165,15656,AU,MO,,CO,12165&&15656,
"POINT (-46.6527887008371 -23.5625288533473)",D011500162,04347,,640,,2015/01/20 00:00:00,1302,4,D,,78,581,,,10000000000000000,0100,OE1,07,0123,04347,,AU,,,AT,640 04347,
"POINT (-46.6621548880394 -23.5560516700078)",D011500163,15656,,2452,,2015/01/20 00:00:00,2314,2,D,,78,600,,,01001000000000000,0200,OE1,26,0124,15656,,BI,MO,,CO,2452 15656,
"POINT (-46.6645095857577 -23.5746772619465)",D011500164,04879,,340,,2015/01/23 00:00:00,1300,2,D,,78,682,,,10000000000000000,0100,SO1,44,0124,04879,,AU,,,CO,340 04879,
"POINT (-46.6736506598775 -23.5676742498938)",D011500165,03581,19547,,,2015/01/03 00:00:00,0925,2,D,,78,706,,,11000000000000000,0100,OE1,44,0124,03581,19547,AU,MO,,CL,19547&&03581,
"POINT (-46.6765935163838 -23.5654057617679)",D011500166,03581,07691,,,2015/01/25 00:00:00,1025,2,D,,78,736,C,,20000000000000000,0300,OE1,63,0124,03581,07691,AU,AU,,CL,07691&&03581,
"POINT (-46.6602963882673 -23.5577219802707)",D011500167,15656,,2200,,2015/01/30 00:00:00,1830,2,D,,78,891,,,21000000000000000,0100,OE1,26,0124,15656,,MO,AU,AU,CO,2200 15656,
"POINT (-46.6629361306335 -23.5593391611833)",D011500168,08562,,807,,2015/01/30 00:00:00,2320,4,D,,78,896,,,00000000000000010,0100,OE1,44,0124,08562,,SI,,,AT,807 08562,
"POINT (-46.6464763901368 -23.6224552855539)",D011500169,09159,,,NC,2015/01/06 00:00:00,1440,2,D,,16,38,,,01000000000100010,0100,SU2,79,0201,09159,,SI,CM,MO,CO,,
"POINT (-46.6169758168839 -23.6325480526731)",D011500170,05618,,3548,,2015/01/08 00:00:00,1720,4,D,,16,46,,,01000000000000000,0100,SU1,27,0201,05618,,MO,,,AT,3548 05618,
"POINT (-46.6508921927195 -23.6013689263046)",D011500171,17478,15025,,,2015/01/13 00:00:00,1110,2,D,,16,111,C,,11000000000000000,0100,SU2,53,0201,15025,17478,AU,MO,,CO,15025&&17478,
"POINT (-46.6561862956648 -23.6021317578782)",D011500172,02394,09159,,,2015/01/13 00:00:00,1240,2,D,,16,148,,,11000000000000000,0100,SO1,53,0201,02394,09159,AU,MO,,CO,09159&&02394,
"POINT (-46.6367002013292 -23.5923286577758)",D011500173,06013,,1686,,2015/01/16 00:00:00,0940,2,D,,16,157,,,00000002000000000,0200,SU2,92,0201,06013,,OU,OU,,CO,1686 06013,
"POINT (-46.6409043278527 -23.5985990462826)",D011500174,15914,,439,,2015/01/07 00:00:00,0920,2,D,,16,198,,,11000000000000000,0100,SO1,92,0201,15914,,AU,MO,,CF,439 15914,
"POINT (-46.6192600112366 -23.6275957737949)",D011500175,05618,,2900,,2015/01/09 00:00:00,1630,2,D,,16,295,,,11000000000000000,0100,SU1,27,0201,05618,,AU,MO,,QM,2900 05618,
"POINT (-46.6177364193749 -23.6124722246185)",D011500176,03523,05618,,,2015/01/09 00:00:00,1700,2,D,,16,297,,,11000000000000000,0100,SU1,27,0201,03523,05618,MO,AU,,CO,05618&&03523,
"POINT (-46.6326945658363 -23.6015457467603)",D011500177,33750,,405,,2015/01/14 00:00:00,1200,4,D,,16,444,B,,00000000000100000,0100,SU2,79,0202,33750,,CM,,,AT,405 33750,
"POINT (-46.6595494227776 -23.6154310471832)",D011500178,35829,,1083,,2015/01/15 00:00:00,1246,2,D,,16,481,,,01000000000100000,0100,SU2,79,0202,35829,,CM,MO,,CO,1083 35829,
"POINT (-46.6377178352842 -23.5971239168574)",D011500179,03502,,94,,2015/01/17 00:00:00,0929,2,D,,16,566,,,11000000000000000,0100,SO1,92,0202,03502,,AU,MO,,CO,94 03502,
"POINT (-46.6178090963589 -23.6066971373769)",D011500180,02438,,438,,2015/01/20 00:00:00,1438,2,D,,16,712,,,30000000000000000,0100,SU1,27,0202,02438,,AU,AU,AU,CO,438 02438,
"POINT (-46.6464158477783 -23.6092506193807)",D011500181,26501,06045,,,2015/01/24 00:00:00,1550,2,D,,16,865,,,11000000000000000,0100,SU2,79,0202,06045,26501,AU,MO,,CO,06045&&26501,
"POINT (-46.6452464964008 -23.6260474494218)",D011500182,09159,,3220,,2015/01/23 00:00:00,1600,2,D,,16,900,,,21000000000000000,0100,SU2,79,0202,09159,,AU,AU,MO,CL,3220 09159,
"POINT (-46.6457861652218 -23.6244657762815)",D011500183,03541,09159,,,2015/01/25 00:00:00,2115,2,D,,16,925,,,11000000000000000,0100,SU2,79,0202,03541,09159,AU,MO,,CO,09159&&03541,
"POINT (-46.6215767611947 -23.6014500578001)",D011500184,17755,17937,,,2015/01/26 00:00:00,0840,2,D,,16,967,,,11000000000000000,0100,SU1,27,0202,17755,17937,AU,MO,,CO,17937&&17755,
"POINT (-46.6258265255893 -23.6165021422298)",D011500185,01417,,109,,2015/01/30 00:00:00,0247,2,D,,16,1033,,,11000000000000000,0100,SU1,27,0203,01417,,AU,MO,,CO,109 01417,
"POINT (-46.6481439768688 -23.6039967481739)",D011500186,12242,,2075,,2015/01/26 00:00:00,1530,2,D,,16,10235,,,10000000000100000,0100,SU2,79,0203,12242,,AU,CM,,CL,2075 12242,
"POINT (-46.6367716022517 -23.605043754704)",D011500187,09715,,65,,2015/01/31 00:00:00,1254,4,D,,16,1064,,,10000000000000000,0100,SU2,79,0203,09715,,AU,,,AT,65 09715,
"POINT (-46.6402359381008 -23.6225186778625)",D011500188,09715,,2000,,2015/01/31 00:00:00,1535,2,D,,16,1196,,,10010000000000010,0100,SU2,79,0203,09715,,AU,CA,SI,CO,2000 09715,
"POINT (-46.6021880974787 -23.5960941717279)",D011500189,05972,,402,,2015/01/08 00:00:00,0923,4,D,,17,63,,,00000001000000000,0100,SU1,33,0204,05972,,OU,,,AT,402 05972,
"POINT (-46.5837275007914 -23.6016933982795)",D011500190,19958,,5960,,2015/01/09 00:00:00,0800,2,D,,17,78,C,,11000000000000000,0100,SU1,33,0204,19958,,AU,MO,,CT,5960 19958,
"POINT (-46.5909563917117 -23.5929835493331)",D011500191,19958,,4739,,2015/01/09 00:00:00,1250,2,D,,17,93,,,11000000000000000,0100,SU1,33,0204,19958,,AU,MO,,SI,4739 19958,
"POINT (-46.600650466083 -23.5980396362682)",D011500192,05083,18172,,,2015/01/09 00:00:00,1030,4,D,,17,94,,,10000000000000000,0100,SU1,33,0204,05083,18172,AU,,,AT,18172&&05083,
"POINT (-46.6143485039717 -23.6024818781485)",D011500193,07875,,59,,2015/01/13 00:00:00,1246,2,D,,17,128,,,20000000000000000,0100,SU1,33,0204,07875,,AU,AU,,CT,59 07875,
"POINT (-46.6026405050462 -23.576887792175)",D011500194,12611,,289,,2015/01/13 00:00:00,1340,2,D,,17,132,,,11000000000000000,0100,SU1,33,0204,12611,,AU,MO,,CT,289 12611,
"POINT (-46.6059658223593 -23.5918686791267)",D011500195,11688,05421,,,2015/01/14 00:00:00,0900,2,D,,17,148,,,11000000000000000,0200,SU1,33,0204,05421,11688,AU,MO,,CO,05421&&11688,
"POINT (-46.6074371154599 -23.5868872193443)",D011500196,10648,03454,,,2015/01/06 00:00:00,0015,2,D,,17,154,,,20000000000000000,0100,SU1,33,0205,03454,10648,AU,AU,,CO,03454&&10648,
"POINT (-46.6022875526947 -23.5938920869583)",D011500197,11913,11506,,,2015/01/16 00:00:00,0800,2,D,,17,164,,,01000000000100000,0100,SU1,33,0205,11506,11913,CM,MO,,SI,11506&&11913,
"POINT (-46.5917169674718 -23.5956147958092)",D011500198,00389,02590,,,2015/01/16 00:00:00,0750,2,D,,17,174,,,11000000000000000,0100,SU1,33,0205,00389,02590,AU,MO,,SI,02590&&00389,
"POINT (-46.6045749726602 -23.5930967348049)",D011500199,05144,,320,,2015/01/15 00:00:00,1130,4,D,,17,184,,,10000000000000000,0100,SU1,33,0205,99971,,AU,,,AT,320 05144,
"POINT (-46.5993762206053 -23.5825319122524)",D011500200,15609,06642,,,2015/01/19 00:00:00,0730,2,D,,17,187,B,,11000000000000000,0100,SU1,33,0205,06642,15609,AU,MO,,CT,06642&&15609,
"POINT (-46.5957326962851 -23.5956701153438)",D011500201,00950,,462,,2015/01/06 00:00:00,1500,2,D,,17,188,,,00101000000000000,0100,SU1,33,0205,00950,,ON,BI,,CO,462 00950,
"POINT (-46.5315840502645 -23.5440081073467)",D011500202,02181,,1814,,2015/01/11 00:00:00,2320,2,D,,17,193,,,00000001000000000,0100,SE1,20,0205,02181,,OU,,,QD,1814 02181,
"POINT (-46.6067660880069 -23.5770331955586)",D011500203,18563,,424,,2015/01/19 00:00:00,1358,4,D,,17,202,,,00000001000000000,0100,SU1,33,0205,18563,,OU,,,AT,424 18563,
"POINT (-46.6025949827911 -23.5773991098847)",D011500204,12611,,528,,2015/01/07 00:00:00,1630,2,D,,17,217,,,11000000000000000,0100,SU1,33,0205,12611,,AU,MO,,CL,528 12611,
"POINT (-46.5912215474325 -23.5963301132175)",D011500205,02590,,1000,,2015/01/20 00:00:00,1700,2,D,,17,291,,,01000000000000000,0100,SU1,33,0206,02590,,MO,,,QM,1000 02590,
"POINT (-46.599374513376 -23.5859478496163)",D011500206,13959,,100,,2015/01/13 00:00:00,2219,2,D,,17,418,,,20000000000000000,0100,SU1,33,0206,13959,,AU,AU,,CO,100 13959,
"POINT (-46.6061869333137 -23.5834066699222)",D011500207,15609,,400,,2015/01/22 00:00:00,0630,4,D,,17,668,,,01000000000000000,0100,SU1,33,0206,15609,,MO,,,AT,400 15609,
"POINT (-46.612353586751 -23.6025150715636)",D011500208,07875,,254,,2015/01/21 00:00:00,1600,4,D,,17,751,,,01000000000000000,0100,SU1,33,0206,07875,,MO,,,AT,254 07875,
"POINT (-46.6050908066525 -23.5724702183661)",D011500209,15712,,276,,2015/01/22 00:00:00,1500,2,D,,17,792,B,,11000000000000000,0100,SU1,33,0206,15712,,AU,MO,,CL,276 15712,
"POINT (-46.6073763841102 -23.5886498490671)",D011500210,03454,,1370,,2015/01/28 00:00:00,1430,2,D,,17,996,,,20000000000100000,0100,SU1,33,0206,03454,,AU,CM,AU,CT,1370 03454,
"POINT (-46.5945856538543 -23.6364176485382)",D011500211,01247,,12,,2015/01/21 00:00:00,1410,2,D,,26,134,,,00100000000100000,0100,RV1,69,0207,01247,,ON,CM,,CF,12 01247,
"POINT (-46.6104628779484 -23.6130585362797)",D011500212,16431,,139,,2015/01/07 00:00:00,0741,2,D,,26,185,,,20000000000000000,0200,SU1,27,0207,16431,,AU,AU,,CL,139 16431,
"POINT (-46.6111504269455 -23.6399493036236)",D011500213,06271,,274,,2015/01/11 00:00:00,0153,2,D,,26,276,,,01000000000000000,0100,SU1,69,0207,06271,,MO,,,QM,274 06271,
"POINT (-46.6193730865957 -23.6200209046101)",D011500214,05959,,114,,2015/01/11 00:00:00,0420,2,D,,26,278,,,01000000000000000,0200,SU1,27,0207,05959,,MO,,,CH,114 05959,
"POINT (-46.6150813448798 -23.6266157550726)",D011500215,06848,,100,,2015/01/13 00:00:00,1730,2,D,,26,338,B,,11000000000000000,0100,SU1,27,0207,06848,,MO,AU,,CO,100 06848,
"POINT (-46.6183743232642 -23.6270246412047)",D011500216,46670,,1,,2015/01/27 00:00:00,0930,2,D,,26,352,B,,11000000000000000,0100,SU1,27,0207,46670,,MO,AU,,CO,1 99916,
"POINT (-46.6079587122003 -23.6215814849735)",D011500217,14710,,325,,2015/01/16 00:00:00,0610,2,D,,26,400,,,11000000000000000,0100,SU1,69,0207,14710,,MO,AU,,CT,325 14710,
"POINT (-46.5945856538543 -23.6364176485382)",D011500218,01247,,11,,2015/01/17 00:00:00,2300,2,D,,26,467,,,10100000000000000,0100,RV1,69,0208,01247,,AU,ON,,CO,11 01247,
"POINT (-46.6029715884268 -23.6201769506578)",D011500219,32380,18704,,,2015/01/18 00:00:00,1850,2,D,,26,500,,,11000000000000000,0100,SU1,69,0208,18704,32380,MO,AU,,CO,18704&&32380,
"POINT (-46.6133649567756 -23.6331403862979)",D011500220,18297,,922,,2015/01/21 00:00:00,1925,4,D,,26,574,,,00000001000000000,0100,SU1,27,0208,18297,,OU,,,AT,922 18297,
"POINT (-46.6110460930946 -23.622508474932)",D011500221,14705,,917,,2015/01/21 00:00:00,1915,2,D,,26,580,,,11000000000000000,0200,SU1,69,0208,14705,,MO,AU,,CO,917 14705,
"POINT (-46.6078752911745 -23.6221822329077)",D011500222,14705,14710,,,2015/01/22 00:00:00,1904,2,D,,26,593,,,01000000000100000,0100,SU1,69,0208,14705,14710,MO,CM,,CL,14710&&14705,
"POINT (-46.6122753050704 -23.6230210884)",D011500223,43154,,2101,,2015/01/31 00:00:00,0030,2,D,,26,850,,,10010000000000000,0100,SU1,27,0208,43154,,AU,CA,,CT,2101 43154,
"POINT (-46.6156635593894 -23.6256438135002)",D011500224,19723,,367,,2015/01/04 00:00:00,2032,2,D,,26,900003,,,01000000000000000,0100,SU1,27,0208,19723,,MO,,,QM,367 19723,
"POINT (-46.671419145598 -23.6372384179126)",D011500225,19931,,4755,,2015/01/07 00:00:00,1715,2,D,,27,58,,,10000000000100000,0100,SO2,15,0209,19931,,AU,CM,,CO,4755 19931,
"POINT (-46.6723382067419 -23.6430974356481)",D011500226,18872,19931,,,2015/01/06 00:00:00,1300,2,D,,27,154,,,01000000000100000,0100,SU2,15,0209,12885,19931,MO,CM,,CO,19931&&18872,
"POINT (-46.6762019600674 -23.6186762796864)",D011500227,10918,19692,,,2015/01/07 00:00:00,1940,2,D,,27,193,,,01000001000000000,0100,SO2,15,0209,10918,19692,MO,OU,,CO,19692&&10918,
"POINT (-46.6977817084344 -23.6414922272296)",D011500228,10918,,100,,2015/01/07 00:00:00,0630,2,D,,27,211,,,01000000000000000,0200,SO2,72,0209,10918,,MO,,,QM,100 10918,
"POINT (-46.6805043497584 -23.6232842990221)",D011500229,10918,,2500,,2015/01/09 00:00:00,1815,2,D,,27,253,,,11000000000000000,0100,SO2,15,0209,10918,,MO,AU,,CL,2500 10918,
"POINT (-46.6863896759101 -23.6514958669296)",D011500230,19931,,2000,,2015/01/14 00:00:00,1300,2,D,,27,257,,,11000000000000000,0100,SU2,72,0209,19931,,MO,AU,,CO,2000 19931,
"POINT (-46.6750991031241 -23.6411913608485)",D011500231,26500,,2127,,2015/01/12 00:00:00,1835,2,D,,27,339,,,11000000000000000,0200,SO2,15,0209,26500,,MO,AU,,CO,2127 26500,
"POINT (-46.6454309852269 -23.6283171267536)",D011500232,09334,,2069,,2015/01/21 00:00:00,1340,4,D,,27,383,,,01000000000000000,0200,SU2,79,0209,09334,,MO,,,AT,2069 09334,
"POINT (-46.6685328739202 -23.6119520276167)",D011500233,15369,04269,,,2015/01/14 00:00:00,0850,2,D,,27,387,,,01010000000000000,0100,SO1,53,0210,04269,15369,MO,CA,,CO,04269&&15369,
"POINT (-46.6608600659384 -23.6085329757687)",D011500234,14531,,1138,,2015/01/14 00:00:00,1750,2,D,,27,403,,,10000001000000000,0100,SO1,53,0210,14531,,AU,OU,,CT,1138 14531,
"POINT (-46.6686652667161 -23.6104581941659)",D011500235,09062,08944,,,2015/01/14 00:00:00,1700,2,D,,27,451,C,,10001000000000000,0100,SO1,53,0210,08944,22176,BI,AU,,CO,08944&&09062,
"POINT (-46.6542891562839 -23.6080086014597)",D011500236,14086,08345,,,2015/01/17 00:00:00,0850,2,D,,27,484,,,11000000000000000,0100,SO1,53,0210,08345,14086,MO,AU,,CO,08345&&14086,
"POINT (-46.6503619971849 -23.6170307489236)",D011500237,08432,,1318,,2015/01/17 00:00:00,1230,2,D,,27,492,,,11000000000000000,0100,SU2,79,0210,08432,,MO,AU,,CL,1318 08432,
"POINT (-46.672178075812 -23.6385721980719)",D011500238,19931,,4604,,2015/01/17 00:00:00,2224,2,D,,27,504,B,,11000000000000000,0100,SU2,15,0210,19931,,MO,AU,,CO,4604 19931,
"POINT (-46.6650491814537 -23.6078667292699)",D011500239,02108,,100,,2015/01/12 00:00:00,0805,4,D,,27,522,,,10000000000000000,0100,SO1,53,0210,02108,,AU,,,AT,100 02108,
"POINT (-46.6688412625693 -23.6107827411515)",D011500240,08944,,3103,,2015/01/19 00:00:00,1600,2,D,,27,591,,,00000001000000000,0100,SO1,53,0210,08944,,OU,,,QD,3103 08944,
