WKT,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Cadlog
"POINT (-46.658975 -23.485802)",D091201034,06515,,1032,,2012/09/20,1247,4,D,,13,4677,,,01000000000000000,0100,SP,21,0405,06515,,DOU3500,MO,,,,,AT,,,,
"POINT (-46.626491 -23.503654)",D091201035,19884,,1885,,2012/09/19,0630,2,D,,13,4648,,,10000000000100000,0200,MC,08,0405,19884,,DVI2407,AU,FAD2375,CM,,,CO,,,,
"POINT (-46.75264 -23.526342)",D091201036,29772,,,PXPT CASA VERDE,2012/09/01,1740,2,D,,13,10194,,,01010000000000000,0100,,13,0405,29772,,,CA,EXG7560,MO,,,CO,,,,
"POINT (-46.659993 -23.502931)",D091201037,04533,18415,,,2012/09/03,1729,2,D,,13,10265,,,02000000000000000,0200,SP,21,0405,04533,18415,EQD9329,MO,EXG4369,MO,,,CO,,,,
"POINT (-46.645969 -23.502893)",D091201039,14163,11683,,,2012/09/04,0905,4,D,,13,10303,,,10000000000000000,0100,SP,21,0405,11683,14163,DTZ3565,AU,,,,,AT,,,,
"POINT (-46.65183 -23.514621)",D091201040,01456,12093,,,2012/09/04,0940,2,D,,13,10306,,,02000000000000000,0200,MC,21,0405,01456,12093,DYZ2583,MO,BPS2894,MO,,,CO,,,,
"POINT (-46.663338 -23.497484)",D091201041,03813,,2051,,2012/09/03,1445,2,D,,13,10315,,,01010000000000000,0100,SP,21,0405,03813,,GTK0207,CA,EGZ0761,MO,,,CO,,,,
"POINT (-46.656847 -23.511803)",D091201042,17832,10458,,,2012/09/04,2305,2,D,,13,10348,,,10000001000000000,0400,SP,21,0405,10458,17832,EZJ9675,AU,DTA8153,OU,,,CV,,,,
"POINT (-46.652067 -23.515938)",D091201043,15188,,,ACPTE LIMAO,2012/09/05,0800,2,D,,13,10360,,,00000000000100000,0300,,23,0405,29772,,DPR5602,CM,,,,,TB,,,,
"POINT (-46.640271 -23.504395)",D091201044,03637,08648,,,2012/09/05,1130,2,D,,13,10371,,,11000000000000000,0100,MC,71,0406,03637,08648,EBT8876,AU,EJK8913,MO,,,CO,,,,
"POINT (-46.663168 -23.497234)",D091201045,03813,,2099,,2012/09/05,1030,2,D,,13,10378,,,21000000000000000,0100,SP,21,0406,03813,,BHZ3396,MO,EDC0664,AU,DAM3210,AU,CO,,,,
"POINT (-46.627657 -23.504805)",D091201046,17799,37387,,,2012/09/05,1350,4,D,,13,10382,,,10000000000000000,0100,MC,71,0406,03637,17799,EJG1369,AU,,,,,AT,,,,
"POINT (-46.628764 -23.504191)",D091201047,37387,,,NC,2012/09/08,0230,2,D,,13,10512,,,11000000000000000,0100,,08,0406,37387,,DSL0198,AU,DRW8494,MO,,,CT,,,,
"POINT (-46.633513 -23.496805)",D091201048,13448,14255,,,2012/09/06,1130,2,D,,13,10565,,,20000000000000000,0100,SP,71,0406,13448,14255,EUA3308,AU,DYI4879,AU,,,CT,,,,
"POINT (-46.627161 -23.510723)",D091201049,07532,,90,,2012/09/10,1150,4,D,,13,10586,,,10000000000000000,0100,MC,71,0406,07532,,ELR0926,AU,,,,,AT,,,,
"POINT (-46.652894 -23.510326)",D091201050,03637,06736,,,2012/09/10,1612,2,D,,13,10597,,,10000001000000000,0200,MC,21,0406,03637,06736,DJC0431,OU,EFG9474,AU,,,CT,,,,
"POINT (-46.649258 -23.491925)",D091201051,09078,,1638,,2012/09/11,1840,2,D,,13,10661,,,11000000000000000,0100,SP,71,0406,09078,,AOR6865,AU,DZE2247,MO,,,CO,,,,
"POINT (-46.654337 -23.502445)",D091201052,15250,,654,,2012/09/16,0250,2,D,,13,10839,,,00000000000100000,0200,SP,23,0406,15250,,EGT2716,CM,,,,,CH,,,,
"POINT (-46.662504 -23.491573)",D091201053,20066,,879,,2012/09/15,1640,2,D,,13,10907,,,10001000000000000,0100,SP,44,0407,20066,,CDA3694,AU,,BI,,,CO,,,,
"POINT (-46.644248 -23.495647)",D091201054,07324,09078,,,2012/09/18,0946,2,D,,13,10939,,,01000000000100000,0100,SP,71,0407,07324,09078,BFV4040,MO,DDD1462,CM,,,CO,,,,
"POINT (-46.656847 -23.511803)",D091201055,17832,10458,,,2012/09/18,0910,2,D,,13,10942,,,11000000000000000,0100,SP,21,0407,10458,17832,EQR0685,MO,CTB2373,AU,,,CO,,,,
"POINT (-46.658394 -23.495202)",D091201056,06748,,1088,,2012/09/18,2318,2,D,,13,10976,,,20100000000000000,0300,SP,21,0407,06748,,EZG6309,AU,DYJ7865,AU,EFW6260,ON,CH,,,,
"POINT (-46.63845 -23.503698)",D091201057,03637,,2300,,2012/09/19,0420,2,D,,13,10982,,,01000000000000000,0100,MC,21,0407,03637,,NWW8122,MO,,,,,QM,,,,
"POINT (-46.644305 -23.486817)",D091201058,03813,,4586,,2012/09/21,0629,2,D,,13,11060,,,10000000000000000,0200,SP,21,0407,03813,,CMK7985,AU,,,,,CH,,,,
"POINT (-46.65279 -23.510161)",D091201059,06736,,101,,2012/09/03,1400,2,D,,13,11065,,,01000000000000000,0100,MC,08,0407,06736,,EDK2662,MO,,,,,QM,,,,
"POINT (-46.652067 -23.515938)",D091201060,15188,,,PXPTE LIMAO,2012/09/21,0912,2,D,,13,11067,,,11000000000000000,0100,,23,0407,29772,,EJR7341,MO,EXI9522,AU,,,CO,,,,
"POINT (-46.658646 -23.510727)",D091201061,09841,,440,,2012/09/22,1227,4,D,,13,11103,,,10000000000000000,0100,SP,21,0407,09841,,HKL2828,AU,,,,,AT,,,,
"POINT (-46.659181 -23.486942)",D091201062,06515,,915,,2012/09/23,0700,2,D,,13,11123,,,10000000000000000,0100,SP,21,0407,06515,,CRH0792,AU,,,,,CH,,,,
"POINT (-46.6379 -23.494069)",D091201063,05275,,243,,2012/09/14,1540,2,D,,13,11130,,,20000000000100000,0100,SP,71,0408,05275,,FQB4487,AU,CAW3629,AU,DYA2073,CM,CH,,,,
"POINT (-46.638284 -23.488203)",D091201064,14242,,1709,,2012/09/25,1239,2,D,,13,11215,C,,11000000000000000,0100,SP,00,0408,14242,,DZM5130,MO,KCF1703,AU,,,CF,,,,
"POINT (-46.654638 -23.507937)",D091201065,19379,04230,,,2012/09/25,1500,2,D,,13,11216,,,11000000000000000,0100,SP,21,0408,04230,19379,EXC3234,MO,CNT4157,AU,,,CT,,,,
"POINT (-46.641388 -23.498391)",D091201066,09078,,548,,2012/09/25,2030,4,D,,13,11233,,,10000000000000000,0100,SP,71,0408,09078,,EUZ8187,AU,,,,,AT,,,,
"POINT (-46.641208 -23.505098)",D091201067,03637,,2000,,2012/09/26,2140,2,D,,13,11269,,,11000000000000000,0100,MC,21,0408,03637,,DBT3704,MO,EKL6240,AU,,,CO,,,,
"POINT (-46.661704 -23.493719)",D091201068,20066,,628,,2012/09/27,0734,2,D,,13,11279,,,01000000000000000,0100,SP,44,0408,20066,,EJR6716,MO,,,,,QM,,,,
"POINT (-46.630938 -23.496455)",D091201069,12770,,450,,2012/09/27,1430,2,D,,13,11291,,,11000000000000000,0100,SP,71,0408,12770,,EQR6956,MO,EKK7066,AU,,,CO,,,,
"POINT (-46.6609 -23.498568)",D091201070,08414,,550,,2012/09/28,1156,2,D,,13,11317,,,10000000000000100,0100,SP,21,0408,08414,,EMU1767,AU,CYB8303,OT,,,CH,,,,
"POINT (-46.664951 -23.486105)",D091201071,04438,20064,,,2012/09/28,1100,2,D,,13,11321,,,01000001000000000,0200,SP,21,0408,04438,20064,DOU5562,MO,CZX4690,OU,,,CO,,,,
"POINT (-46.630577 -23.518781)",D091201072,02421,,,NC,2012/09/28,1547,2,D,,13,11324,,,01000000000100000,0100,,71,0408,29772,,DEP5687,MO,FDA1646,CM,,,CO,,,,
"POINT (-46.653196 -23.489203)",D091201073,03813,,3210,,2012/09/29,1600,4,D,,13,11350,,,10000000000000000,0100,SP,21,0409,03813,,FRG3773,AU,,,,,AT,,,,
"POINT (-46.65501 -23.4998)",D091201074,04308,,551,,2012/09/29,1845,4,D,,13,11352,,,10000000000000000,0100,SP,21,0409,04308,,FGH9580,AU,,,,,AT,,,,
"POINT (-46.625707 -23.500224)",D091201075,19884,,2276,,2012/09/13,0930,4,D,,13,11495,,,01000000000000000,0100,MC,08,0409,19884,,,MO,,,,,AT,,,,
"POINT (-46.580449 -23.512998)",D091201076,04692,04775,,,2012/09/03,1245,2,D,,19,3316,,,11000000000000000,0100,MC,91,0410,04692,04775,DZT7821,MO,DWQ6332,AU,,,CO,,,,
"POINT (-46.578312 -23.501219)",D091201077,62480,02210,,,2012/09/10,1135,2,D,,19,3406,,,10001000000000000,0200,MC,91,0410,02210,62480,EZH7834,AU,,BI,,,CO,,,,
"POINT (-46.589971 -23.51333)",D091201079,05626,18137,,,2012/09/15,1130,2,D,,19,3494,,,20000000000000000,0100,MC,91,0410,05626,18137,DIA4083,AU,MOK0900,AU,,,CO,,,,
"POINT EMPTY",D091201080,14270,01930,,,2012/09/21,1925,2,D,,19,3589,,,11000000000000000,0100,,,0410,01930,14270,DYN0451,MO,FAI3647,AU,,,CO,,,,
"POINT (-46.591781 -23.510253)",D091201081,14526,07840,,,2012/09/24,1730,2,D,,19,3620,,,01000000000100000,0100,MC,91,0410,07840,14526,DTF8339,MO,DCC7819,CM,,,CO,,,,
"POINT (-46.581983 -23.510009)",D091201082,17723,,750,,2012/09/01,1530,2,D,,19,3624,,,10000000000100000,0100,MC,36,0410,17723,,DSP1022,CM,ARL7660,AU,,,CO,,,,
"POINT (-46.584143 -23.51913)",D091201083,13008,,1354,,2012/09/26,1807,4,D,,19,4788,,,01000000000000000,0100,MC,91,0410,13008,,BVD8973,MO,,,,,AT,,,,
"POINT (-46.572575 -23.501878)",D091201084,04775,,2330,,2012/09/02,1421,2,D,,19,8890,,,11000000000000000,0100,MC,94,0410,04775,,EFJ2283,MO,EQJ0327,AU,,,CT,,,,
"POINT (-46.576883 -23.495632)",D091201085,05204,,4223,,2012/09/06,2110,4,D,,19,9028,,,10000000000000000,0100,MC,88,0410,05204,,BOZ8898,AU,,,,,AT,,,,
"POINT (-46.591819 -23.512124)",D091201086,05626,06790,,,2012/09/06,2100,2,D,,19,9030,,,20000000000000000,0100,MC,91,0410,05626,06790,CHR4787,AU,CLE5393,AU,,,CO,,,,
"POINT (-46.58632 -23.519462)",D091201087,00967,03830,,,2012/09/07,2316,2,D,,19,9052,,,11000000000000000,0100,MC,91,0410,00967,03830,DUF2205,MO,EBN0392,AU,,,CO,,,,
"POINT (-46.597842 -23.528521)",D091201089,27104,,,NC,2012/09/15,2135,2,D,,19,9349,,,20000000000000000,0100,,10,0411,08478,,CDQ2173,AU,FAZ8210,AU,,,CF,,,,
"POINT (-46.594035 -23.510521)",D091201091,05626,,177,,2012/09/23,1410,4,D,,19,9639,,,10000000000000000,0100,MC,91,0411,05626,,FAK4372,AU,,,,,AT,,,,
"POINT (-46.578234 -23.513183)",D091201092,07845,43353,,,2012/09/24,2116,2,D,,19,9689,,,01000000000000000,0100,MC,91,0411,07845,43353,DTJ2702,MO,,,,,QM,,,,
"POINT (-46.599484 -23.524937)",D091201093,14270,,,NC,2012/09/28,2300,2,D,,19,9841,,,00100000000000000,0100,,00,0411,29772,,ELQ9710,ON,,,,,TB,,,,
"POINT (-46.591451 -23.513419)",D091201094,18916,06354,,,2012/09/30,1250,2,D,,19,9883,,,11000000000000000,0100,MC,91,0411,06354,18916,EJM5565,MO,EMK5878,AU,,,CO,,,,
"POINT (-46.583993 -23.521192)",D091201095,27099,,23000,,2012/09/21,1640,2,D,,19,3588,,,10010000000100000,0200,RV,36,0411,27099,,DPB0051,CA,BUM0973,AU,LVF0515,CM,CO,,,,
"POINT (-46.581105 -23.526566)",D091201096,14270,,5000,,2012/09/13,1300,2,D,,19,3852,,,01000000000000000,0100,TT,00,0412,29772,,EJO2375,MO,,,,,QM,,,,
"POINT (-46.591781 -23.510253)",D091201097,07840,14526,,,2012/09/01,2300,2,D,,19,8877,,,20000000000000000,0500,MC,91,0412,07840,14526,DRQ1853,AU,CVL8360,AU,,,CO,,,,
"POINT (-46.572722 -23.50049)",D091201098,04775,11500,,,2012/09/15,2059,2,D,,19,9347,,,10100000000000000,0200,MC,91,0412,04775,11500,DGE8670,AU,DTB6994,ON,,,CT,,,,
"POINT (-46.591945 -23.503402)",D091201099,00475,,1153,,2012/09/17,0014,2,D,,19,9388,,,11000000000000000,0200,MC,91,0412,00475,,EIE5341,MO,COI2880,AU,,,CO,,,,
"POINT (-46.589111 -23.519455)",D091201100,28156,05845,,,2012/09/23,1701,2,D,,19,9648,,,20000000000100000,0200,MC,91,0412,05845,28156,EWO7516,CM,CPA9431,AU,BNU5558,AU,CO,,,,
"POINT (-46.594839 -23.51685)",D091201101,01930,,910,,2012/09/29,1900,2,D,,19,9858,,,10010000000000000,0300,MC,91,0412,01930,,CXY9796,AU,CPJ9874,CA,,,CH,,,,
"POINT (-46.58518 -23.529052)",D091201102,35615,,,ACPTE,2012/09/30,0749,2,D,,19,9873,,,10000000000000000,0100,,10,0413,35615,,DAI4605,AU,,,,,CH,,,,
"POINT (-46.626282 -23.504192)",D091201103,19884,,1828,,2012/09/10,1530,2,D,,20,2761,,,11000000000000000,0100,MC,08,0414,19884,,EBM5493,AU,EQD6740,MO,,,CO,,,,
"POINT (-46.605912 -23.46761)",D091201104,19780,,218,,2012/09/17,1745,2,D,,20,4272,,,10001000000000000,0100,SP,22,0414,19780,,DLG0836,AU,,BI,,,CO,,,,
"POINT (-46.622224 -23.482376)",D091201105,00351,13534,,,2012/09/06,0845,4,D,,20,4453,,,10000000000000000,0100,SP,71,0414,00351,13534,BPM8013,AU,,,,,AT,,,,
"POINT (-46.62687 -23.480913)",D091201106,13534,,574,,2012/09/10,0437,2,D,,20,4477,,,20000000000100000,0100,SP,71,0414,13534,,EBO6987,AU,EQT2207,AU,EGT2207,CM,CH,,,,
"POINT (-46.613689 -23.458348)",D091201107,13133,,1182,,2012/09/12,1212,2,D,,20,4546,C,,11000000000000000,0100,MC,83,0414,13133,,BLC7550,AU,DYX0668,MO,,,CO,,,,
"POINT (-46.627745 -23.47895)",D091201108,03813,,6568,,2012/09/12,1131,2,D,,20,4551,C,,01000000000100000,0100,SP,21,0414,03813,,EUV4246,CM,GQQ1517,MO,,,CO,,,,
"POINT (-46.628382 -23.495564)",D091201109,10168,,145,,2012/09/12,1607,2,D,,20,4558,,,01000000000000000,0100,SP,71,0414,10168,,DYX5382,MO,,,,,QM,,,,
"POINT (-46.604155 -23.46366)",D091201110,19780,60203,,,2012/09/13,1611,2,D,,20,4569,,,10001000000000000,0100,,,0414,19780,60203,EDF4238,AU,,BI,,,CO,,,,
"POINT (-46.610553 -23.477644)",D091201111,14767,19201,,,2012/09/14,1310,2,D,,20,4584,,,01000000000000000,0100,MC,84,0415,14767,18151,DGS3378,MO,,,,,QM,,,,
"POINT (-46.464838 -23.606077)",D091201112,18151,,21220,,2012/09/15,0630,2,D,,20,4585,,,00000000000100000,0100,MC,22,0415,18151,,DON6548,CM,,,,,CH,,,,
"POINT (-46.615837 -23.458015)",D091201113,13133,,973,,2012/09/15,1205,2,D,,20,4598,,,01000000000100000,0200,MC,83,0415,13133,,EMF7004,CM,,MO,,,CO,,,,
"POINT (-46.613068 -23.481043)",D091201114,10879,,917,,2012/09/17,0732,2,D,,20,4615,,,11000000000000000,0100,SP,84,0415,10879,,EMO6471,AU,DUZ8758,MO,,,CO,,,,
"POINT (-46.612561 -23.448992)",D091201115,02252,,231,,2012/09/20,1010,4,D,,20,4666,,,10000000000000000,0100,MC,83,0415,02252,,FAR4210,AU,,,,,AT,,,,
"POINT (-46.627556 -23.480468)",D091201116,13529,,97,,2012/09/20,1907,4,D,,20,4675,C,,10000000000000000,0100,SP,71,0415,13529,,CTB9479,AU,,,,,AT,,,,
"POINT (-46.615793 -23.461293)",D091201117,14767,,4338,,2012/09/28,0715,2,D,,20,4718,,,11000000000000000,0100,MC,83,0415,14767,,,AU,GCT0916,MO,,,CO,,,,
"POINT (-46.62926 -23.485207)",D091201118,19884,,4070,,2012/09/24,0800,2,D,,20,4721,C,,11000000000000000,0100,SP,08,0415,19884,,ETH7554,AU,EJQ6237,MO,,,CL,,,,
"POINT (-46.600829 -23.451622)",D091201119,18151,,3115,,2012/09/22,1224,2,D,,20,4723,C,,11000000000000000,0100,MC,22,0415,18151,,DFV8354,AU,DOU5149,MO,,,CL,,,,
"POINT (-46.613563 -23.458347)",D091201120,13133,,1200,,2012/09/24,0840,2,D,,20,4726,,,11000000000000000,0100,MC,83,0415,13133,,EXY3218,AU,EHS8969,MO,,,CO,,,,
"POINT (-46.612788 -23.487561)",D091201121,15630,,167,,2012/09/24,1615,2,D,,20,4742,,,01000000000100000,0100,MC,71,0415,15630,,JQM6267,CM,FAY3385,MO,,,CO,,,,
"POINT (-46.62167 -23.487545)",D091201122,14767,,317,,2012/09/25,1115,4,D,,20,4719,,,01000000000000000,0100,MC,83,0416,14767,,EXC6318,MO,,,,,AT,,,,
"POINT (-46.616502 -23.463646)",D091201123,14767,,4211,,2012/09/27,0654,2,D,,20,4776,,,10001000000100000,0100,MC,83,0416,14767,,CHM0246,AU,EPL3650,CM,,BI,CO,,,,
"POINT (-46.617324 -23.472175)",D091201124,14767,,3095,,2012/09/27,1900,2,D,,20,4792,,,11000000000000000,0100,MC,83,0417,14767,,BGH7928,AU,DUV4876,MO,,,CO,,,,
"POINT (-46.631092 -23.474949)",D091201125,09170,,494,,2012/09/28,1340,2,D,,20,4806,,,11000000000000000,0100,SP,51,0417,09170,,FAO0473,AU,DOH8786,MO,,,CL,,,,
"POINT (-46.621704 -23.481668)",D091201126,00835,,712,,2012/09/28,1700,2,D,,20,4807,,,10001000000000000,0100,SP,71,0417,00835,,,BI,CSI9011,AU,,,CH,,,,
"POINT (-46.62093 -23.486567)",D091201127,02580,,75,,2012/09/28,0545,2,D,,20,4816,,,30000000000000000,0200,SP,71,0417,02580,,EBZ7384,AU,EXV0101,AU,ELR7431,AU,CF,,,,
"POINT (-46.62178 -23.480815)",D091201128,00351,,900,,2012/09/29,0615,2,D,,20,4828,,,30000000000000000,0100,SP,71,0417,00351,,ETE2467,AU,DYD9103,AU,DEC5132,AU,CO,,,,
"POINT (-46.608899 -23.475307)",D091201129,18151,,263,,2012/09/29,0930,2,D,,20,4831,,,11000000000000000,0100,SP,22,0417,18151,,DCF2229,AU,EIE9386,MO,,,CO,,,,
"POINT (-46.61146 -23.479613)",D091201130,14767,,1863,,2012/09/02,1624,4,D,,20,4846,,,10000000000000000,0100,MC,83,0417,14767,,DTZ4258,AU,,,,,AT,,,,
"POINT (-46.618666 -23.47414)",D091201131,00351,,1700,,2012/09/02,1640,2,D,,20,9185,,,11000000000000000,0200,SP,71,0417,00351,,CNA4717,AU,ESR6500,MO,,,CO,,,,
"POINT (-46.626004 -23.491643)",D091201132,19884,15916,,,2012/09/05,0011,2,D,,20,9267,,,01000001000000000,0100,,,0417,15916,19884,EQD6078,MO,CZZ5447,OU,,,SI,,,,
"POINT (-46.62327 -23.486609)",D091201133,10317,,,NC,2012/09/05,2000,4,D,,20,9314,,,10000000000000000,0100,,71,0418,10317,,AVN8584,AU,,,,,AT,,,,
"POINT (-46.613745 -23.479191)",D091201134,18789,,776,,2012/09/06,2330,2,D,,20,9356,,,11000000000000000,0100,SP,22,0418,18789,,EZK3246,AU,EGY8482,MO,,,CO,,,,
"POINT (-46.59994 -23.450901)",D091201135,18151,,3229,,2012/09/07,1541,2,D,,20,9364,,,01100000000000000,0200,MC,22,0418,18151,,DJF4314,ON,KAE5112,MO,,,CO,,,,
"POINT (-46.623661 -23.484834)",D091201137,16812,,382,,2012/09/09,0305,2,D,,20,9407,,,10000000000000000,0100,SP,08,0418,16812,,DPP0155,AU,,,,,CH,,,,
"POINT (-46.626004 -23.491643)",D091201138,19884,15916,,,2012/09/14,2130,2,D,,20,9640,,,10010000000000000,0300,,,0418,15916,19884,EZH4268,AU,DJP7404,CA,,,CO,,,,
"POINT (-46.613452 -23.458345)",D091201139,13133,,1216,,2012/09/17,2015,2,D,,20,9743,B,,11000000000000000,0100,MC,83,0418,13133,,DSK3476,AU,DZL8446,MO,,,CO,,,,
"POINT (-46.616791 -23.468003)",D091201140,14767,,3700,,2012/09/23,0030,2,D,,20,9930,,,11000000000000000,0200,MC,83,0418,14767,,DCD5355,AU,FAF0289,MO,,,SI,,,,
"POINT (-46.433607 -23.503537)",D091201141,07538,,,PXR.MARIQUINHA,2012/09/23,0343,2,D,,20,9932,,,01010000000000000,0100,,76,0418,07538,,BWB1107,CA,DYY5207,MO,,,SI,,,,
"POINT (-46.607397 -23.472915)",D091201142,18151,,574,,2012/09/23,2333,2,D,,20,9967,,,11000000000000000,0100,SP,22,0418,18151,,DYH3199,AU,DOB2013,MO,,,CO,,,,
"POINT (-46.603356 -23.464082)",D091201143,18151,,1700,,2012/09/29,2116,2,D,,20,10151,,,20000000000000000,0300,SP,22,0419,18151,,EFV3814,AU,DZV7692,AU,,,CO,,,,
"POINT (-46.615585 -23.484708)",D091201144,14767,,1063,,2012/09/13,1420,2,D,,20,900495,,,11000001000000000,0100,MC,83,0419,14767,,LUH2175,MO,DUC7497,AU,ELW2967,OU,CO,,,,
"POINT (-46.614589 -23.483975)",D091201145,14767,,1076,,2012/09/13,1325,2,D,,20,900496,,,01000000000100000,0100,MC,83,0419,14767,,FPA2906,CM,DAA0506,MO,,,SI,,,,
"POINT (-46.607377 -23.459124)",D091201146,12716,,1893,,2012/09/13,1727,2,D,,20,900497,,,01000000100000000,0100,MC,83,0419,12716,,DBC3828,MC,ESE8718,MO,,,CO,,,,
"POINT (-46.652067 -23.515938)",D091201147,15188,,,NC,2012/09/29,1517,2,D,,28,2128,,,20000000000000000,0100,,23,0420,29772,,EBN5320,AU,DCD2159,AU,,,CT,,,,
"POINT (-46.709037 -23.495268)",D091201148,05947,,1279,,2012/09/20,0730,2,D,,28,4551,,,11000000000000000,0100,FL,64,0420,05947,,EXB5905,MO,DTD9918,AU,,,CL,,,,
"POINT (-46.693876 -23.501411)",D091201149,29027,,267,,2012/09/15,0725,2,D,,28,4586,,,20000000000000000,0100,FL,04,0420,29027,,CDA6379,AU,JRF8061,AU,,,CT,,,,
"POINT EMPTY",D091201150,14736,10522,,,2012/09/22,0640,2,D,,28,4709,,,11000000000000000,0100,,,0420,10522,14736,EJM4983,MO,,AU,,,CO,,,,
"POINT (-46.709131 -23.495138)",D091201151,05947,,1811,,2012/09/03,0756,2,D,,28,4895,,,01100000000000000,0200,FL,64,0420,05947,,DZQ9660,MO,DJC1644,ON,,,CO,,,,
"POINT (-46.70962 -23.494089)",D091201152,05947,,2345,,2012/09/05,0530,2,D,,28,4938,,,00200000000000000,0100,FL,64,0420,05947,,DTD6617,ON,DTE5053,ON,,,CT,,,,
"POINT (-46.686423 -23.500799)",D091201153,03771,,500,,2012/09/05,0649,2,D,,28,4947,C,,11000000000000000,0100,FL,50,0420,03771,,EJP5287,MO,CMN4346,AU,,,CO,,,,
"POINT (-46.699175 -23.498494)",D091201154,10358,,100,,2012/09/05,0800,2,D,,28,4950,,,01000000000000010,0200,FL,29,0420,10358,,FAP3494,MO,,SI,,,CL,,,,
"POINT (-46.687067 -23.50182)",D091201155,03771,,380,,2012/09/05,1130,2,D,,28,4953,,,01000000000100000,0100,FL,50,0420,03771,,ESE6184,MO,CZD7721,CM,,,CO,,,,
"POINT (-46.709113 -23.495163)",D091201156,05947,,1709,,2012/09/10,0819,2,D,,28,5026,,,11000000000000000,0100,FL,64,0420,05947,,DFB6936,MO,DTB0532,AU,,,CO,,,,
"POINT (-46.693868 -23.50283)",D091201157,29027,,100,,2012/09/10,0928,2,D,,28,5027,,,11000000000000000,0200,FL,04,0421,29027,,DPZ2909,MO,DYE8699,AU,,,CO,,,,
"POINT (-46.692353 -23.486417)",D091201159,09420,,1858,,2012/09/11,1455,2,D,,28,5059,,,11000000000000000,0100,FL,29,0421,09420,,ESR6047,MO,EFW4353,AU,,,CO,,,,
"POINT (-46.687168 -23.482015)",D091201160,34562,,1373,,2012/09/12,1352,4,D,,28,5075,,,00000000000000010,0100,FL,04,0421,34562,,LOV3354,SI,,,,,AT,,,,
"POINT (-46.684955 -23.495182)",D091201161,03771,,1143,,2012/09/15,1530,2,D,,28,5122,,,11000000000000000,0100,FL,50,0421,03771,,ENZ0032,MO,DEE1103,AU,,,CO,,,,
"POINT (-46.685634 -23.492586)",D091201162,03771,,1477,,2012/09/18,1650,2,D,,28,5179,,,01000001000000000,0100,FL,50,0421,03771,,DTN1291,MO,DJF7727,OU,,,CO,,,,
"POINT (-46.70752 -23.495093)",D091201163,21150,,247,,2012/09/20,0652,2,D,,28,5205,,,00000000000100000,0100,FL,04,0421,21150,,FAR5435,CM,,,,,CH,,,,
"POINT (-46.706694 -23.496028)",D091201164,21150,,100,,2012/09/21,0715,2,D,,28,5226,,,01000000100000000,0100,FL,04,0421,21150,,DOC1245,MO,ELQ6833,MC,,,CL,,,,
"POINT (-46.688289 -23.489707)",D091201165,34562,,428,,2012/09/24,1530,4,D,,28,5292,,,00010000000000000,0100,FL,04,0422,34562,,CPG3201,CA,,,,,AT,,,,
"POINT (-46.706094 -23.506847)",D091201166,05947,,,NC,2012/09/25,0944,2,D,,28,5306,,,02000000000000000,0100,,64,0422,05947,,DRV7499,MO,DJI4447,MO,,,CO,,,,
"POINT (-46.697876 -23.501325)",D091201167,09420,,6000,,2012/09/26,0648,2,D,,28,5320,,,01000000000100000,0100,FL,29,0422,09420,,EQR7023,MO,EFC3605,CM,,,CT,,,,
"POINT (-46.699932 -23.491488)",D091201168,36284,,2288,,2012/09/26,1850,4,D,,28,5339,,,00100000000000000,0100,FL,04,0422,36284,,DTE5052,ON,,,,,AT,,,,
"POINT (-46.702526 -23.504015)",D091201169,15905,,428,,2012/09/27,0657,4,D,,28,5349,,,10000000000000000,0100,FL,04,0422,15905,,EJA9011,AU,,,,,AT,,,,
"POINT (-46.701348 -23.49421)",D091201170,36284,,740,,2012/09/23,1806,2,D,,28,5373,,,11000000000000000,0100,FL,04,0422,36284,,DLP2673,AU,DFA9586,MO,,,CO,,,,
"POINT (-46.652067 -23.515938)",D091201171,15188,,,ACPTE DA FREGUE,2012/09/28,0735,4,D,,28,5383,,,01000000000000000,0100,,23,0422,29772,,BMX9681,MO,,,,,AT,,,,
"POINT (-46.688677 -23.490736)",D091201172,34562,,174,,2012/09/28,1330,2,D,,28,5396,,,21000000000000000,0100,FL,04,0422,34562,,DGY0723,MO,FAK3048,AU,BPM9763,AU,CO,,,,
"POINT (-46.698378 -23.489473)",D091201173,36284,,1209,,2012/09/28,1320,2,D,,28,5397,,,11000000000000000,0100,FL,04,0422,36284,,EEY3123,AU,FAY4179,MO,,,CO,,,,
"POINT (-46.684656 -23.494494)",D091201174,03771,08135,,,2012/09/02,1100,2,D,,28,5754,,,01000000000100000,0100,FL,50,0422,03771,08135,CSM3995,CM,DZM3995,MO,,,CO,,,,
"POINT (-46.687414 -23.500657)",D091201175,01665,,63,,2012/09/02,1600,4,D,,28,10229,,,10000000000000000,0100,FL,29,0422,01665,,LQJ0600,AU,,,,,AT,,,,
"POINT (-46.688156 -23.499366)",D091201176,01665,,230,,2012/09/08,2130,2,D,,28,10508,,,10000000000100000,0100,FL,29,0423,01665,,EXS9113,CM,EBF3192,AU,,,CT,,,,
