WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_ACIDE
"POINT (-46.6087130080845 -23.5242727272201)",D011400143,04561,10528,,,2014/01/02,0200,4,,,10000000000000000,0100,TT,57,0116,04561,10528,AT
"POINT (-46.673474005388 -23.5843567447109)",D011400478,16985,10556,,,2014/01/10,1615,4,,,10000000000000000,0100,SO1,34,0309,10556,16985,AT
"POINT (-46.6508450900648 -23.5820259968645)",D011400344,19764,10639,,,2014/01/26,1500,2,,,20000000000000000,0100,SU2,53,0217,10639,19764,CL
"POINT (-46.6064444665032 -23.5868065533452)",D011400243,05421,10648,,,2014/01/26,2340,2,,,11000000000000000,0100,SU1,33,0206,05421,10648,CO
"POINT (-46.6262286872068 -23.5325938577596)",D011400001,04146,10693,,,2014/01/05,0630,2,,,10001000000000000,0100,CN2,09,0101,04146,10693,CO
"POINT (-46.6535128641191 -23.5720766669925)",D011400178,12165,11078,,,2014/01/01,1640,2,,,10001000000000000,0100,SO1,44,0121,11078,12165,CL
"POINT (-46.6886788963169 -23.6618169092147)",D011401369,12039,11081,,,2014/01/08,1815,2,,,20000000000000000,0100,SU2,16,0622,11081,12039,CO
"POINT (-46.7060631996903 -23.6271540764172)",D011401187,15806,11220,,,2014/01/16,0820,2,,,11000000000000000,0100,SO2,72,0602,11220,15806,CO
"POINT (-46.7070312466485 -23.6285167980223)",D011401207,01085,11220,,,2014/01/28,1200,2,,,11000000000000000,0100,SO2,72,0604,01085,11220,CO
"POINT (-46.5902449493748 -23.4918086526615)",D011400914,06163,11235,,,2014/01/05,1800,2,,,10000000000000010,0100,CN2,94,0420,06163,11235,CT
"POINT (-46.5422967324054 -23.5395338876964)",D011401065,02181,11325,,,2014/01/11,1850,2,,,11000000000000000,0100,SE1,20,0509,02181,11325,CL
"POINT (-46.693025481742 -23.6386837041608)",D011401212,06337,11350,,,2014/01/29,1259,2,,,11000000000000000,0100,SO2,72,0604,06337,11350,CO
"POINT (-46.5983626250539 -23.5865833479467)",D011400223,06642,11379,,,2014/01/01,1530,2,,,11000000000000000,0100,SU1,33,0204,10648,11379,CO
"POINT (-46.6572796319664 -23.6125249257059)",D011400252,35829,11415,,,2014/01/01,0009,2,,,10000000000000000,0200,SU2,53,0208,11415,35829,CH
"POINT (-46.6570592175579 -23.6014004801509)",D011400333,09159,11426,,,2014/01/11,0420,2,,,20000000000000000,0100,SO1,53,0216,09159,11426,CO
"POINT (-46.6241453092313 -23.5715620029918)",D011400108,01877,11515,,,2014/01/14,0807,2,,,11000000000000000,0100,SU1,14,0112,01877,11515,CL
"POINT (-46.6905770964765 -23.5629729256622)",D011400451,02149,11516,,,2014/01/23,1800,2,,,00000001000000000,0100,OE1,63,0306,02149,11516,QD
"POINT (-46.7046056963397 -23.6877448510087)",D011401422,07640,11645,,,2014/01/12,1330,2,,,10000000000000000,0100,SU3,81,0630,07640,11645,CH
"POINT (-46.6145379677755 -23.5004625342329)",D011400769,36061,11747,,,2014/01/05,1640,2,,,20000000000000000,0100,CN2,88,0401,02455,04219,CO
"POINT (-46.7020432724852 -23.6580303374202)",D011401180,10121,11758,,,2014/01/09,2000,4,,,10000000000000000,0100,SO2,72,0601,10121,11758,AT
"POINT (-46.612866335233 -23.6014539210229)",D011400239,16332,11781,,,2014/01/16,1730,4,,,10000000000000000,0100,SU1,33,0205,11781,16332,AT
"POINT (-46.5940097312264 -23.5997037102763)",D011400236,19533,11828,,,2014/01/19,2000,2,,,10000000000000010,0100,SU1,33,0205,11828,19533,CL
"POINT (-46.6673879071826 -23.5062765903272)",D011400926,18657,11885,,,2014/01/01,0610,2,,,10000000000000010,0100,CN1,21,0422,11885,18657,CO
"POINT (-46.6016748125172 -23.6002470177075)",D011400241,18760,11913,,,2014/01/23,2111,2,,,20000000000000000,0200,SU1,33,0205,11913,18760,CO
"POINT (-46.634486064565 -23.5892614608842)",D011400328,14642,11922,,,2014/01/07,1200,2,,,11000000000000000,0100,SU2,92,0216,11922,14642,SI
"POINT (-46.634486064565 -23.5892614608842)",D011400340,14642,11922,,,2014/01/19,1440,2,,,00000001000000000,0100,SU2,92,0217,11922,14642,QD
"POINT (-46.634486064565 -23.5892614608842)",D011400342,14642,11922,,,2014/01/25,1337,2,,,20000000000000000,0100,SU2,92,0217,11922,14642,CT
"POINT (-46.6397819775845 -23.5960626610553)",D011400214,05902,11938,,,2014/01/21,0215,2,,,02000000000000000,0100,SU2,92,0202,05902,11938,CO
"POINT (-46.6398160859279 -23.5985061539746)",D011400222,15914,11938,,,2014/01/31,2020,2,,,11000000000000000,0100,SO1,92,0203,11938,15914,CO
"POINT (-46.5938960852082 -23.5896435889944)",D011400230,19958,11952,,,2014/01/13,1320,2,,,01000000000000000,0100,SU1,33,0204,11952,19958,QM
"POINT (-46.6467795303686 -23.599297548554)",D011400219,11675,11958,,,2014/01/29,1445,4,,,10000000000000000,0100,SU2,92,0202,11675,11958,AT
"POINT (-46.6554436050804 -23.5738171832559)",D011400191,12165,11989,,,2014/01/20,1825,4,,,00000001000000000,0100,SO1,44,0122,11989,12165,AT
"POINT (-46.6604968814792 -23.5687693837441)",D011400192,14804,11989,,,2014/01/21,1200,2,,,01000000000000000,0100,SO1,44,0122,11989,14804,QM
"POINT (-46.5622855665007 -23.5545318126278)",D011401090,06305,12101,,,2014/01/03,0230,2,,,20000000000000000,0100,SE1,87,0512,06305,12101,CO
"POINT (-46.5513059358744 -23.5362069406673)",D011401092,04413,12191,,,2014/01/19,2030,2,,,11000000000000000,0100,SE1,20,0513,00540,04413,CL
"POINT (-46.6366502547311 -23.6040704004202)",D011400198,09715,12242,,,2014/01/02,0820,2,,,10001000000000000,0100,SU2,79,0201,04224,09715,CT
"POINT (-46.4906879179934 -23.5359394640123)",D011401062,12156,12461,,,2014/01/27,1430,2,,,01000000000000000,0100,LE2,05,0508,12156,12461,QM
"POINT (-46.5975920213143 -23.6105900113677)",D011400360,00609,12510,,,2014/01/04,1640,2,,,11000000000000000,0100,SU1,69,0220,00609,12510,CO
"POINT (-46.526166550342 -23.5482264648156)",D011401055,02181,12612,,,2014/01/14,0800,2,,,21000000000000000,0100,SE1,20,0508,02181,02440,CO
"POINT (-46.7120187435318 -23.6691903573632)",D011401419,02483,12751,,,2014/01/22,0341,2,,,10100000000000000,0100,SU3,81,0630,02483,12751,CO
"POINT (-46.6660135190964 -23.6125155736735)",D011400261,09062,12847,,,2014/01/11,1300,2,,,20000000000000000,0100,SO1,53,0208,09062,12847,SI
"POINT (-46.747102485228 -23.558402877636)",D011400753,09836,13019,,,2014/01/26,1444,4,,,01000000000000000,0100,OE2,68,0342,05309,09836,AT
"POINT (-46.6553336979794 -23.4645753570883)",D011401731,13148,13374,,,2014/01/04,2335,2,,,11000000000000000,0001,CN1,13,0004,13148,13374,CO
"POINT (-46.6936461056303 -23.5091011388437)",D011400421,12436,13417,,,2014/01/20,0830,2,,,10000000000000000,0100,TT,06,0303,12436,13417,CH
"POINT (-46.6728207208994 -23.5765829507016)",D011400483,14804,13421,,,2014/01/29,1830,2,,,00010001000000000,0100,OE1,63,0309,13421,14804,CO
"POINT (-46.6411996971372 -23.597223780599)",D011400200,03502,13580,,,2014/01/06,2003,2,,,11000000000000000,0100,SO1,92,0201,03502,13580,CO
"POINT (-46.4886424202876 -23.5930684056344)",D011401593,06565,13671,,,2014/01/04,1740,2,,,11000000000000000,0100,SE1,75,0805,06565,13671,CF
"POINT (-46.6279417764335 -23.5413795303269)",D011400010,06642,13853,,,2014/01/14,2100,2,,,00001000000000010,0100,CN3,80,0101,06642,13853,CO
"POINT (-46.6269531462643 -23.5436754516281)",D011400027,23087,13853,,,2014/01/31,0650,2,,,01000001000000000,0100,CN3,80,0101,07786,13853,CO
"POINT (-46.639251501244 -23.6193480993911)",D011400306,09715,13915,,,2014/01/08,1100,4,B,,00000000000100000,0100,SU2,79,0213,09715,13915,AT
"POINT (-46.5347858858654 -23.5311027724995)",D011401025,00929,14029,,,2014/01/11,1535,2,,,20000000000000000,0100,LE1,60,0502,00929,14029,CO
"POINT (-46.5383434588025 -23.5325453220734)",D011401061,07645,14154,,,2014/01/23,1123,2,,,01010000000000000,0100,LE1,60,0508,07645,14154,CL
"POINT (-46.614187605028 -23.5542465664215)",D011400135,01196,14213,,,2014/01/12,1200,2,,,01000000000000000,0100,SE1,10,0115,01196,14213,QM
"POINT (-46.6689291107319 -23.6188711657517)",D011400280,33018,14226,,,2014/01/23,1857,2,,,11000000000000000,0100,SO2,15,0210,14226,33018,CO
"POINT (-46.6071922254596 -23.5895787198195)",D011400238,03454,14245,,,2014/01/12,0640,2,,,20000001000000000,0100,SU1,33,0205,03454,14245,CO
"POINT (-46.6874794750646 -23.5636162083526)",D011400443,18813,14282,,,2014/01/18,1235,4,,,00100000000000000,0001,OE1,63,0009,14282,18813,AT
"POINT (-46.5551515903191 -23.6087561276185)",D011401116,08181,14309,,,2014/01/16,1847,2,,,01000001000000000,0100,SE2,95,0516,08181,14309,CO
"POINT (-46.6408413339954 -23.6459207983663)",D011400317,02235,14480,,,2014/01/31,0700,2,,,11000000000000000,0100,SU2,37,0214,02235,14480,SI
"POINT (-46.6452039273966 -23.5475809658472)",D011400076,05245,14513,,,2014/01/27,1500,4,C,,01000000000000000,0100,CN3,67,0108,05245,14513,AT
"POINT (-46.6659132319223 -23.6140243222521)",D011400256,04269,14531,,,2014/01/08,2037,2,,,11000000000000000,0100,SO1,53,0208,04269,14531,CL
"POINT (-46.6673391953865 -23.615517040266)",D011400259,19100,14531,,,2014/01/11,0403,2,,,10010000000000000,0100,PB,15,0208,14531,19100,CT
"POINT (-46.6529458520153 -23.5564473044324)",D011400068,02812,14577,,,2014/01/07,2120,2,,,01000000000100000,0100,OE1,07,0108,02812,14577,CO
"POINT (-46.5774154335234 -23.5063580305165)",D011400836,04775,14628,,,2014/01/25,2230,2,,,02000000000000000,0200,CN2,91,0409,04775,14628,CO
"POINT (-46.6349093346839 -23.5864378481953)",D011400323,19583,14642,,,2014/01/02,1352,2,,,11000000000000000,0200,SU2,92,0216,14642,19583,CO
"POINT (-46.6042411053915 -23.6307045561497)",D011400245,02223,14710,,,2014/01/07,1220,2,,,11000000000000000,0100,SU1,69,0207,02223,14710,SI
"POINT (-46.6098376842027 -23.6180275389565)",D011400249,43154,14710,,,2014/01/25,1950,2,,,11000000000000000,0200,SU1,27,0207,14710,43154,CO
"POINT (-46.5874846464131 -23.4921527792167)",D011400912,05493,14734,,,2014/01/07,1800,2,,,20000000000100000,0100,CN2,94,0420,05493,14734,CO
"POINT (-46.6480720551921 -23.5338162768516)",D011400165,11883,14750,,,2014/01/17,1919,2,,,00010000000100000,0100,NO1,70,0119,11883,14750,CL
"POINT (-46.684272347829 -23.5432061129406)",D011400503,01942,14799,,,2014/01/13,1523,2,,,11000000000000000,0100,NO1,61,0311,01942,14799,CO
"POINT (-46.6983599025011 -23.5733814038296)",D011400472,06238,14883,,,2014/01/15,1445,4,,,10000000000000000,0100,PB,63,0308,06238,14883,AT
"POINT (-46.6223228852366 -23.4999073681526)",D011400773,20089,14916,,,2014/01/03,0930,2,,,11000000000000000,0200,CN2,71,0402,14916,20089,CO
"POINT (-46.5989268898084 -23.4528111835801)",D011400968,14691,14939,,,2014/01/07,1740,2,,,11000000000000000,0100,CN2,83,0427,14691,14939,CO
"POINT (-46.6338179822317 -23.5522051339005)",D011400022,10376,15022,,,2014/01/21,1840,2,,,11000000000000000,0100,CN3,80,0101,10376,15022,CT
"POINT (-46.6672427353214 -23.5210703112788)",D011400516,06471,15038,,,2014/01/20,0400,2,,,11000000000000000,0200,NO2,06,0313,06471,12197,CO
"POINT (-46.6750581083552 -23.5560707666192)",D011400464,18813,15114,,,2014/01/31,2330,2,,,11000000000000000,0200,OE1,44,0307,15114,18813,CL
"POINT (-46.6554323428637 -23.5016629686123)",D011400808,07425,15250,,,2014/01/20,1400,2,,,11000000000000000,0100,CN1,21,0406,07425,15250,CO
"POINT (-46.653762798971 -23.5030455435395)",D011400812,04533,15250,,,2014/01/26,2019,2,,,11000000000000000,0100,CN1,21,0406,04533,15250,CO
"POINT (-46.6608941425293 -23.5296713166846)",D011400498,13464,15270,,,2014/01/12,2300,2,,,20000000000000000,0100,NO1,70,0311,15270,19624,CO
"POINT (-46.6159873203721 -23.5311394771801)",D011400154,04332,15276,,,2014/01/22,1322,2,C,,11000000000000000,0100,CN2,57,0117,13825,15438,CO
"POINT (-46.5918700887076 -23.4819191902848)",D011400915,08538,15280,,,2014/01/15,0800,2,,,11000000000000000,0100,CN2,84,0420,08538,15280,CL
"POINT (-46.6379385709369 -23.543695069124)",D011400053,10101,15323,,,2014/01/16,2335,2,,,01000000000000000,0200,CN3,67,0106,10101,15323,QM
"POINT (-46.6721688849905 -23.6448682559258)",D011401250,34128,15334,,,2014/01/31,1310,2,,,01000001000000000,0100,SU2,22,0609,15334,34128,SI
"POINT (-46.6638904603772 -23.5359032168435)",D011400492,19101,15434,,,2014/01/10,1153,2,,,11000000000000000,0100,NO1,61,0310,15434,19101,CO
"POINT (-46.7188604009671 -23.7717012619528)",D011401227,99264,15507,,,2014/01/04,1407,2,,,01000000000100000,0100,SU3,56,0606,15507,99264,CO
"POINT (-46.6366654342522 -23.54731788269)",D011400003,11824,15603,,,2014/01/17,1200,4,,,00010000000000000,0100,CN3,80,0101,06889,11824,AT
"POINT (-46.6109082291469 -23.5838085761653)",D011400233,14449,15609,,,2014/01/21,1645,4,,,10000000000000000,0100,SU1,33,0205,14449,15609,AT
"POINT (-46.480553240423 -23.5946358919224)",D011401610,01306,15648,,,2014/01/22,0052,2,,,00100000000000000,0100,SE1,75,0807,01306,69998,QD
"POINT (-46.6804890405287 -23.5426019194122)",D011400510,16433,15653,,,2014/01/28,1419,2,,,11000000000000000,0100,NO1,61,0312,15653,16433,CO
"POINT (-46.6490260592553 -23.5677356488335)",D011400185,12165,15656,,,2014/01/13,1237,4,,,00000001000000000,0100,OE1,07,0121,12165,15656,AT
"POINT (-46.6521983461212 -23.564937803809)",D011400194,04003,15656,,,2014/01/26,0110,4,,,10000000000000000,0100,OE1,07,0122,04003,15656,AT
"POINT (-46.6058670948054 -23.5268848164528)",D011400155,17180,15706,,,2014/01/23,0820,2,,,00000000000100000,0100,LE1,57,0117,15706,17180,SI
"POINT (-46.6406635998429 -23.591347149207)",D011400349,17150,15955,,,2014/01/30,0900,2,,,10000000000100000,0100,SU2,92,0218,15955,17150,CL
"POINT (-46.6290761167583 -23.5494965733148)",D011400009,16870,15984,,,2014/01/14,0851,2,,,01000000000100000,0100,CN3,80,0101,15984,16870,CO
"POINT (-46.6407118938518 -23.5626241030954)",D011400101,04244,16010,,,2014/01/25,1500,2,,,10001000000000000,0100,SO1,49,0111,04244,16010,CO
"POINT (-46.6707719191929 -23.5797696155621)",D011400477,07671,16011,,,2014/01/10,1800,2,,,01000000000000000,0100,SO1,34,0308,07671,16011,QM
"POINT (-46.6426312136635 -23.5267603752901)",D011400040,09489,16041,,,2014/01/21,1918,4,,,00000000000000010,0100,CN1,09,0104,09489,16041,AT
"POINT (-46.5468258492091 -23.5214826493407)",D011401035,04206,16052,,,2014/01/23,1902,4,,,00000000000100000,0100,LE1,60,0503,04206,16052,AT
"POINT (-46.6096130138668 -23.5673823352945)",D011400109,06642,16180,,,2014/01/07,1856,2,,,11000000000000000,0100,SU1,14,0112,06642,16180,CT
"POINT (-46.6467429123431 -23.6158810954659)",D011400202,08432,16200,,,2014/01/16,0849,2,,,11000000000000000,0100,SU2,79,0201,08432,16200,CO
"POINT (-46.4984111399128 -23.5332086174572)",D011401072,12156,16248,,,2014/01/10,0530,2,,,01100000000000000,0100,LE2,60,0509,12156,16248,CO
"POINT (-46.6884888297744 -23.5679425033094)",D011400430,16017,16263,,,2014/01/04,1720,2,,,11000000000000000,0100,OE1,63,0304,16017,16263,CL
"POINT (-46.7142271021265 -23.5352860233353)",D011400718,04781,16299,,,2014/01/12,2300,4,,,10000000000000000,0100,OE2,48,0338,04781,16298,AT
"POINT (-46.6701133411874 -23.624897133522)",D011400267,17181,16318,,,2014/01/15,0950,4,,,10000000000000000,0100,SO2,15,0209,16318,17181,AT
"POINT (-46.6446728251106 -23.5316333227441)",D011400177,14750,16321,,,2014/01/30,1903,2,,,01010000000000000,0100,CN1,70,0120,14750,16321,CO
"POINT (-46.6159505332477 -23.5524124304708)",D011400116,06562,16358,,,2014/01/09,1847,2,,,20000000000000000,0100,LE1,10,0113,06562,16358,CO
"POINT (-46.6485157500383 -23.6175801752856)",D011400206,09159,16363,,,2014/01/13,0810,2,,,10001000000000000,0100,SU2,79,0201,09159,16363,CO
"POINT (-46.6673391953865 -23.615517040266)",D011400296,19100,16511,,,2014/01/05,2000,2,,,11000000000000000,0100,PB,15,0211,14531,19100,CF
"POINT (-46.6337229624162 -23.5391986914513)",D011400049,16725,16593,,,2014/01/11,1500,2,,,01000000000100000,0100,CN3,67,0106,16593,16725,CL
"POINT (-46.6643854800962 -23.5951304005235)",D011400388,17003,16700,,,2014/01/30,0649,2,,,11000000000000000,0100,SO1,53,0223,16700,17003,SI
"POINT (-46.6337348514106 -23.539320656492)",D011400043,16593,16725,,,2014/01/26,1820,2,,,11000000000000000,0100,CN3,67,0104,16593,16725,SI
"POINT (-46.7750945761394 -23.5828406950478)",D011400677,03732,16878,,,2014/01/14,2052,2,,,10000000000200000,0200,OE2,66,0332,03732,16878,CO
"POINT (-46.6643854800962 -23.5951304005235)",D011400394,16700,17003,,,2014/01/30,1745,2,,,11000000000000000,0200,SO1,53,0223,16700,17003,CO
"POINT (-46.6367213651145 -23.5506323166307)",D011400020,35597,17025,,,2014/01/20,0209,2,,,11000000000000000,0100,CN3,80,0101,05520,17025,CL
"POINT (-46.6500319898271 -23.5329174904846)",D011400164,00216,17053,,,2014/01/17,1330,2,,,11000000000000000,0100,NO1,70,0119,00216,17053,CO
"POINT (-46.7008144248111 -23.6987825814038)",D011401288,09220,17110,,,2014/01/19,1725,2,,,11000000000000000,0100,SU3,23,0613,09220,17110,CO
"POINT (-46.618664474106 -23.5322264507884)",D011401782,08570,17112,,,2014/01/30,1710,4,,,10000000000000000,0301,CN2,57,0009,08570,17112,AT
"POINT (-46.642350209546 -23.5364294639806)",D011400055,04659,17115,,,2014/01/21,1350,2,,,11000000000000000,0100,CN3,70,0106,04659,17115,CO
"POINT (-46.642350209546 -23.5364294639806)",D011400063,04659,17115,,,2014/01/27,1510,2,B,,11000000000000000,0100,CN3,70,0106,04659,17115,CT
"POINT (-46.4536082224663 -23.537481838853)",D011401458,13309,17123,,,2014/01/14,0750,2,,,01010000000000000,0100,LE2,36,0705,13309,17123,CL
"POINT (-46.6578998360719 -23.5599687190714)",D011400188,15656,17240,,,2014/01/16,1723,4,,,01000000000000000,0100,OE1,07,0121,15656,17240,AT
"POINT (-46.6078713849283 -23.5272892735388)",D011400158,18197,17278,,,2014/01/31,1240,2,,,10000000000100000,0100,LE1,57,0117,17278,18197,CL
"POINT (-46.6385666510373 -23.581366477081)",D011400337,19583,17301,,,2014/01/14,1930,4,,,01000000000000000,0100,SU2,92,0217,10908,19583,AT
"POINT (-46.5681524192747 -23.4786164858759)",D011400969,06224,17480,,,2014/01/07,2014,2,,,11000000000000000,0100,CN2,94,0427,06224,17480,CL
"POINT (-46.7127486796788 -23.6030296603608)",D011400560,11687,17526,,,2014/01/29,0630,2,,,11000000000000000,0100,SO3,55,0318,11687,17526,SI
"POINT (-46.6272847514448 -23.5026711909656)",D011400798,04785,17622,,,2014/01/07,1900,2,,,00000000000000010,0100,CN1,71,0405,04785,17622,CH
"POINT (-46.5733729088345 -23.473537553752)",D011400986,17013,17728,,,2014/01/27,0045,2,,,12000000000000000,0200,CN2,94,0429,17013,17728,CO
"POINT (-46.5945425639257 -23.6128480765244)",D011400359,11562,17760,,,2014/01/01,0220,2,,,11000000000000000,0300,SU1,69,0220,11562,17760,CO
"POINT (-46.7102755944721 -23.5737117844474)",D011400661,03937,17822,,,2014/01/26,0556,2,,,20000000000000000,0100,OE3,12,0330,03937,17822,CO
"POINT (-46.5092237138237 -23.6044686895423)",D011401698,22002,17824,,,2014/01/20,0230,4,,,00000000000000010,0100,SE2,78,0819,17824,22002,AT
"POINT (-46.6491412876802 -23.5225899691746)",D011400034,18748,18038,,,2014/01/03,1930,2,,,10010000000000000,0100,CN1,09,0104,18038,18748,CL
"POINT (-46.6586264639761 -23.5475808905061)",D011400071,01356,18040,,,2014/01/16,1200,2,C,,02000000000000000,0200,OE1,26,0108,01356,18040,CO
"POINT (-46.4571206927944 -23.5275950708217)",D011401761,46936,18167,,,2014/01/04,0249,4,,,00000000000000010,0001,LE3,36,0007,18167,46936,AT
"POINT (-46.6020598304497 -23.5829992144282)",D011400226,15609,18172,,,2014/01/07,0626,2,,,20000000000000000,0200,SU1,33,0204,15609,18172,CL
"POINT (-46.6218643029145 -23.5598680745852)",D011400111,12238,18208,,,2014/01/30,1149,2,,,02000000000000000,0100,SU1,14,0112,12238,18208,CT
"POINT (-46.5964065484091 -23.5413090285689)",D011401166,03896,18337,,,2014/01/15,1355,2,,,11000000000000000,0100,LE1,08,0523,03896,18337,CO
"POINT (-46.5656707171186 -23.5337133936748)",D011401124,04736,18347,,,2014/01/05,0100,2,,,11000000000000000,0100,LE1,82,0517,04736,18347,CO
"POINT (-46.654249046321 -23.5207897629751)",D011400491,05565,18410,,,2014/01/07,1530,2,,,01000000000100000,0100,NO2,70,0310,05565,18410,CO
"POINT (-46.6599922837085 -23.5029352940948)",D011400815,04533,18415,,,2014/01/27,1400,2,,,11000000000000000,0100,CN1,21,0406,04533,18415,CO
"POINT (-46.6760325947595 -23.5412722679232)",D011400512,07828,18519,,,2014/01/31,1219,2,,,20000000000000000,0100,NO1,61,0312,10137,18519,CP
"POINT (-46.4456051800932 -23.556553443963)",D011401512,46936,18803,,,2014/01/03,0000,2,,,01000000000000010,0100,LE3,46,0712,16173,46936,CO
"POINT (-46.6348071898223 -23.586607789248)",D011400325,14642,18807,,,2014/01/10,0856,2,,,00000001000000000,0100,SU2,92,0216,14642,19583,QD
"POINT (-46.7451915885653 -23.6074215724813)",D011400714,08483,18821,,,2014/01/29,1800,2,,,11000000000000000,0200,OE3,96,0337,08483,18821,CO
"POINT (-46.4355341108281 -23.5960530529985)",D011401620,09044,18826,,,2014/01/20,1230,2,,,11000000000000000,0100,LE3,32,0808,09044,18826,CO
