WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_ACIDE
"POINT (-46.6636239735706 -23.5161972989481)",D121400058,29772,,9928,,2014/12/18,2350,2,,,10000000000000000,0100,TT,06,0108,29772,,CP
"POINT (-46.639052827338 -23.5488062171525)",D121400059,98795,,01,,2014/12/01,1340,2,,,21000000000000000,0100,CN3,67,0109,98795,,CL
"POINT (-46.6342287599734 -23.5367504971591)",D121400060,19017,,782,,2014/12/03,1200,4,,,01000000000000000,0100,CN3,67,0109,19017,,AT
"POINT (-46.63920498193 -23.5414389631317)",D121400061,09276,,1000,,2014/12/02,1240,2,,,01000000000000100,0100,CN3,67,0109,09276,,SI
"POINT (-46.639052827338 -23.5488062171525)",D121400062,98795,,1,,2014/12/17,1820,2,,,11000000000000000,0100,CN3,67,0109,98795,,CT
"POINT (-46.6394629821166 -23.5416767209377)",D121400063,09276,00951,,,2014/12/19,1120,4,,,10000000000000000,0100,CN3,67,0109,00951,09276,AT
"POINT (-46.6403844415026 -23.5389038258577)",D121400064,17115,,466,,2014/12/31,0530,2,,,00000000000000010,0100,CN3,67,0109,17115,,SI
"POINT (-46.6330795835887 -23.535210793556)",D121400065,18993,19742,,,2014/12/03,0950,2,,,01000000000100000,0100,CN3,09,0109,18993,19742,SI
"POINT (-46.6431628725612 -23.5418315612061)",D121400066,02595,,800,,2014/12/01,1820,2,,,01000000000100000,0100,CN3,67,0109,02595,,CO
"POINT (-46.409544783113 -23.533704055683)",D121400067,09276,,,NC,2014/12/09,1832,2,,,01000000000000000,0100,LE3,47,0110,09276,,QM
"POINT (-46.6427381227791 -23.5392807467013)",D121400068,08536,14453,,,2014/12/27,1230,2,,,11000000000000000,0100,CN3,67,0110,08536,14453,CO
"POINT (-46.6559246200155 -23.5512253898211)",D121400069,05245,,1619,,2014/12/15,1530,2,B,,02000000000000000,0100,OE1,26,0111,05245,,CO
"POINT (-46.6464361293642 -23.5516606237664)",D121400070,14804,,665,,2014/12/01,1740,2,B,,01000000000000010,0100,SO1,07,0111,14804,,SI
"POINT (-46.6575703692129 -23.551666049547)",D121400071,05245,,1800,,2014/12/30,0900,2,,,11000000000000000,0100,OE1,26,0111,05245,,CO
"POINT (-46.6478733102417 -23.5536170671644)",D121400072,21064,,1,,2014/12/08,1540,2,C,,11000000000000000,0100,SO1,07,0111,21064,,CT
"POINT (-46.6551538928695 -23.549619349697)",D121400073,18040,,01,,2014/12/14,1700,4,,,10000000000000000,0100,OE1,26,0111,18040,,AT
"POINT (-46.6456281603194 -23.5497373310244)",D121400074,13632,,300,,2014/12/12,2230,2,,,11000000000000000,0100,CN3,67,0111,13632,,CF
"POINT (-46.6502331720174 -23.5513994038619)",D121400075,02497,,435,,2014/12/16,1048,2,B,,11000000000000000,0100,OE1,26,0111,02497,,SI
"POINT (-46.6595328403979 -23.5496049189318)",D121400076,01356,,1947,,2014/12/31,0936,2,,,11000000000000000,0200,OE1,26,0111,01356,,SI
"POINT (-46.6575974590878 -23.545703187639)",D121400077,01356,,1433,,2014/12/06,1820,2,C,,01000000000000100,0200,OE1,26,0111,01356,,SI
"POINT (-46.6502027861123 -23.5555158957316)",D121400078,16708,,88,,2014/12/04,1450,4,,,00000000000100000,0100,SO1,07,0112,16708,,AT
"POINT (-46.6495215154905 -23.5555250213247)",D121400079,16708,,1,,2014/12/06,2100,4,,,10000000000000000,0100,SO1,07,0112,16708,,AT
"POINT (-46.6620189539642 -23.5547612609212)",D121400080,05245,,2346,,2014/12/09,1550,4,B,,01000000000000000,0100,OE1,26,0112,05245,,AT
"POINT (-46.6568826555476 -23.564914579669)",D121400081,14804,,1971,,2014/12/14,1451,2,,,30000001000000000,0300,SO1,44,0112,14804,,SI
"POINT (-46.6635132223272 -23.5492485909905)",D121400082,09562,,731,,2014/12/14,2115,4,,,10000000000000000,0100,OE1,26,0112,09562,,AT
"POINT (-46.660692688631 -23.5540872392963)",D121400083,05245,01616,,,2014/12/28,1115,2,,,10001000000000000,0100,OE1,26,0112,01616,05245,CL
"POINT (-46.6543857471256 -23.5567623154318)",D121400084,02812,,256,,2014/12/24,1300,2,,,11000000000000000,0100,OE1,07,0112,02812,,CT
"POINT (-46.6381359327385 -23.5570427430603)",D121400085,19764,,1000,,2014/12/30,0710,2,,,00000001000000000,0100,SU2,49,0113,19764,,QD
"POINT (-46.6390772626988 -23.5581998052533)",D121400086,17813,,122,,2014/12/02,1148,4,,,10000000000000000,0100,SO1,49,0113,17813,,AT
"POINT (-46.6412808887638 -23.5582823015016)",D121400087,12165,,957,,2014/12/04,1230,2,C,,01000000000000010,0100,SO1,07,0113,12165,,CO
"POINT (-46.6389835586118 -23.5709051255627)",D121400088,01934,46496,,,2014/12/03,0615,2,,,11000000000000000,0100,SU1,49,0113,01934,46496,CO
"POINT (-46.6439110895026 -23.5612587906454)",D121400089,12165,16849,,,2014/12/05,1045,2,,,11000000000000000,0100,SO1,07,0113,12165,16849,CF
"POINT (-46.6378733449634 -23.5562239341024)",D121400090,19764,,900,,2014/12/12,1425,2,B,,01000000000000010,0100,SU2,49,0113,19764,,CO
"POINT (-46.6439759225635 -23.5512430860436)",D121400091,01521,,550,,2014/12/19,1400,4,,,10000000000000000,0100,CN3,67,0113,01521,,AT
"POINT (-46.6380363157675 -23.567660241423)",D121400092,04568,18618,,,2014/12/16,1100,4,,,00000000000100000,0100,SU1,49,0113,01934,04568,AT
"POINT (-46.6403049675263 -23.5581357454439)",D121400093,03512,,74,,2014/12/31,0930,4,,,00000001000000000,0200,SO1,07,0113,03512,,AT
"POINT (-46.6417267550528 -23.5625433130928)",D121400094,13619,,453,,2014/12/09,1100,2,,,11000000000000000,0100,SO1,07,0113,13619,,CL
"POINT (-46.6373581367395 -23.5560933645589)",D121400095,35655,,1,,2014/12/19,1820,2,,,20000000000000000,0100,SU2,49,0114,33667,,CT
"POINT (-46.6480527410762 -23.5572986070546)",D121400097,01521,13565,,,2014/12/02,0820,2,,,11000000000000000,0100,SO1,07,0114,01521,13564,CO
"POINT (-46.409544783113 -23.533704055683)",D121400098,33667,,,NC,2014/12/06,1345,2,,,20000000000000000,0100,LE3,47,0114,33667,,CF
"POINT (-46.638994897447 -23.563001711732)",D121400099,19583,35600,,,2014/12/10,0102,2,,,10001000000000000,0100,SU2,49,0114,19583,35600,CO
"POINT (-46.6433361268187 -23.5604137673487)",D121400100,12165,,1200,,2014/12/12,2020,2,C,,30000000000000000,0100,SO1,07,0114,12165,,CT
"POINT (-46.6469017470656 -23.5530003896036)",D121400101,01521,,888,,2014/12/13,2004,4,,,10000000000000000,0100,SO1,07,0114,01521,,AT
"POINT (-46.6339741581223 -23.5630119464684)",D121400102,15201,18618,,,2014/12/14,0709,2,,,20000000000000000,0100,SU1,49,0114,15201,18618,CO
"POINT (-46.6404014559189 -23.5572046990764)",D121400103,12165,,755,,2014/12/16,1857,4,,,01000000000000000,0100,SO1,07,0114,12165,,AT
"POINT (-46.6409203257599 -23.5656021627443)",D121400104,19764,,2000,,2014/12/20,0844,4,,,10000000000000000,0100,SO1,49,0115,19764,,AT
"POINT (-46.6381359327385 -23.5570427430603)",D121400105,19764,,1000,,2014/12/31,0255,2,,,01000000000100000,0100,SU2,49,0115,19764,,CO
"POINT (-46.6412619110775 -23.5724502681999)",D121400106,19764,,2786,,2014/12/15,1800,2,,,01000000000100000,0100,SO1,49,0115,19764,,CT
"POINT (-46.6356657584365 -23.5639520884118)",D121400107,18340,,319,,2014/12/11,1330,4,,,10000000000000000,0100,SU1,49,0115,18340,,AT
"POINT (-46.6417427905206 -23.5585366835927)",D121400108,12165,,1000,,2014/12/09,2140,2,,,00100000000000000,0100,SO1,07,0115,12165,,QD
"POINT (-46.6399411943154 -23.5709679873104)",D121400109,19583,,1000,,2014/12/16,1330,4,,,00000000000000010,0100,SU2,49,0115,19583,,AT
"POINT (-46.6192519820879 -23.5865628525359)",D121400110,17083,,1165,,2014/12/29,0800,2,,,00001000000000010,0100,SU1,92,0116,17083,,CL
"POINT (-46.6100866407304 -23.582874055298)",D121400111,14211,,1,,2014/12/17,0413,2,,,20000000000000000,0100,SU1,33,0116,14211,,CO
"POINT (-46.6210831978367 -23.5755843841299)",D121400112,13860,08614,,,2014/12/03,0900,2,,,11000000000000000,0100,SU1,14,0116,08614,13860,CO
"POINT (-46.409544783113 -23.533704055683)",D121400113,05981,11633,,,2014/12/08,0700,2,,,11000000000000000,0100,LE3,47,0116,00571,05981,CL
"POINT (-46.6114743941088 -23.5691418463578)",D121400114,15967,,600,,2014/12/09,0850,4,,,01000000000000000,0300,SU1,33,0116,15967,,AT
"POINT (-46.6258822326392 -23.5701640993045)",D121400115,02530,,25,,2014/12/10,1335,4,,,00000000000100000,0100,SU1,49,0116,02530,,AT
"POINT (-46.6268059564518 -23.5846702762133)",D121400116,16128,,90,,2014/12/10,1315,2,,,11000000000000000,0100,SU1,92,0116,16128,,CO
"POINT (-46.6108656600971 -23.5715861722512)",D121400117,15967,,713,,2014/12/06,0916,2,,,30000000000100000,0100,SU1,33,0116,15967,,CO
"POINT (-46.7242244020769 -23.6177917579463)",D121400118,29041,,223,,2014/12/29,1630,4,,,01000000000000000,0100,SO3,85,0116,29041,,AT
"POINT (-46.6262453770165 -23.5679189769028)",D121400119,14317,04285,,,2014/12/09,1330,2,,,11000000000000000,0100,SU1,49,0116,04285,14317,CL
"POINT (-46.6320961632605 -23.5607400571131)",D121400120,18618,,174,,2014/12/01,0245,2,,,20000000000000000,0100,SU1,49,0116,18618,,CO
"POINT (-46.6337854553486 -23.5742851723003)",D121400121,11411,,285,,2014/12/03,2030,4,,,10000000000000000,0100,SU1,49,0116,11411,,AT
"POINT (-46.6239436350576 -23.5781997630259)",D121400122,05886,11922,,,2014/12/06,0500,2,,,20000000000000000,0100,SU1,92,0116,05886,11922,CO
"POINT (-46.6244176343602 -23.5566645466651)",D121400123,11794,,428,,2014/12/08,2004,2,,,11000000000000000,0100,SU1,14,0116,11794,,CL
"POINT (-46.6256970392134 -23.5816089664674)",D121400124,11922,,2139,,2014/12/13,0144,2,,,20000000000000000,0100,SU1,92,0116,11922,,CL
"POINT (-46.6265374059309 -23.5583322286325)",D121400125,15227,,230,,2014/12/26,2210,2,,,00000000000100000,0100,SU1,49,0118,15227,,CH
"POINT (-46.630110460326 -23.5644362258531)",D121400126,16369,,74,,2014/12/28,1843,4,,,10000000000000000,0100,SU1,49,0118,16369,,AT
"POINT (-46.5846054282573 -23.5425940802646)",D121400127,00543,,4469,,2014/12/06,0920,2,C,,00010000000100000,0100,LE1,08,0119,00543,,CT
"POINT (-46.6079911771701 -23.5508992727281)",D121400128,00543,,1695,,2014/12/01,1700,4,B,,11000000000000000,0200,LE1,54,0119,00543,,AT
"POINT (-46.60290695606 -23.5480404515507)",D121400129,00543,,2345,,2014/12/02,0720,2,,,12000000000000000,0300,LE1,54,0119,00543,,CO
"POINT (-46.60925945502 -23.5548782123619)",D121400130,14213,,1689,,2014/12/03,1210,4,,,00000000000100000,0100,SE2,54,0119,14213,,AT
"POINT (-46.6057903460504 -23.5437397805139)",D121400131,31991,,1,,2014/12/03,2300,2,,,11000000000000000,0200,LE1,08,0119,31991,,CO
"POINT (-46.5871813265473 -23.5432010332511)",D121400132,00543,,4514,,2014/12/04,0730,2,C,,01000000000000010,0200,LE1,08,0119,00543,,CL
"POINT (-46.6223408161297 -23.5523155485396)",D121400133,00543,,300,,2014/12/04,1429,2,C,,01000000000100000,0100,LE1,10,0120,00543,,CO
"POINT (-46.616843216025 -23.5554881005885)",D121400134,03517,,571,,2014/12/07,0205,2,,,10000000000000000,0100,SE1,14,0120,03517,,CH
"POINT (-46.6238362868084 -23.5530085490891)",D121400135,19926,,200,,2014/12/08,0840,2,C,,11000000000000000,0100,SE1,10,0120,19926,,CO
"POINT (-46.6139619422389 -23.5590284978816)",D121400136,10122,,362,,2014/12/09,1330,4,,,00000000000100000,0200,SE1,14,0120,10122,,AT
"POINT (-46.6225645373116 -23.5489000165694)",D121400137,04478,,154,,2014/12/09,1228,2,,,10000000000100000,0100,LE1,10,0120,04478,,CH
"POINT (-46.614300346361 -23.5543181806803)",D121400138,14213,,1062,,2014/12/09,1930,2,,,11000000000000000,0100,SE1,14,0120,14213,,CL
"POINT (-46.5846054282573 -23.5425940802646)",D121400139,00543,,4469,,2014/12/09,1450,2,C,,11000000000000000,0100,LE1,08,0120,00543,,CO
"POINT (-46.6242564123273 -23.5515177682684)",D121400140,00543,,1,,2014/12/11,0800,2,,,11000000000000000,0100,LE1,10,0120,00543,,CO
"POINT (-46.6115831905872 -23.5532070953655)",D121400141,41280,,810,,2014/12/15,1730,2,,,10001000000000000,0100,SE1,10,0120,41280,,CT
"POINT (-46.5967638294207 -23.5454020143623)",D121400142,00543,,2860,,2014/12/15,1710,4,,,10000000000000000,0100,SE1,54,0120,00543,,AT
"POINT (-46.6229744272551 -23.5516566753697)",D121400143,00543,,145,,2014/12/15,1730,2,,,11000000000000000,0100,LE1,10,0121,00543,,CT
"POINT (-46.6048799318073 -23.5495345014674)",D121400144,00543,,1884,,2014/12/15,0645,2,C,,11000000000000000,0100,LE1,54,0121,00543,,CT
"POINT (-46.5908224614162 -23.5441834639619)",D121400145,00543,,3512,,2014/12/17,1000,2,C,,11000000000000000,0100,SE1,08,0121,00543,,CT
"POINT (-46.6201148810149 -23.5525307414301)",D121400146,00543,,516,,2014/12/18,1500,2,B,,11000000000000000,0100,LE1,10,0121,00543,,CT
"POINT (-46.5947955028162 -23.5541445166173)",D121400147,19163,,1528,,2014/12/19,1213,2,B,,11000000000000000,0100,SE1,54,0121,19163,,CO
"POINT (-46.5879491210486 -23.5464033415781)",D121400148,18059,18056,,,2014/12/21,1220,4,,,10000000000000000,0100,SE1,08,0121,18056,18059,AT
"POINT (-46.619741133168 -23.5554436704488)",D121400149,03517,,200,,2014/12/30,1049,4,,,00000000000000010,0100,SE1,14,0121,03517,,AT
"POINT (-46.599392944536 -23.5807831881175)",D121400150,06642,,8777,,2014/12/19,1400,2,,,01000000000000000,0100,SU1,33,0122,06642,,QM
"POINT (-46.6183308006078 -23.5196552987651)",D121400151,04561,,2500,,2014/12/24,0450,2,,,10000000000000000,0100,TT,57,0122,29772,,CH
"POINT (-46.6080245006484 -23.5391760365186)",D121400152,04736,03653,,,2014/12/05,1640,2,,,00100000000000000,0100,LE1,10,0122,03653,04736,QD
"POINT (-46.6057904574893 -23.535086305184)",D121400153,07065,,66,,2014/12/01,0124,2,,,21000000000100000,0100,LE1,08,0122,07065,,CO
"POINT (-46.6105063762115 -23.5240627357849)",D121400154,04561,,1500,,2014/12/01,1330,2,,,11000000000000000,0100,TT,57,0122,29772,,CO
"POINT (-46.6224397282161 -23.5356165006883)",D121400155,01276,,1093,,2014/12/03,1235,4,,,01000000000000000,0100,LE1,10,0122,01276,,AT
"POINT (-46.6162403956749 -23.5377920557844)",D121400156,15053,13303,,,2014/12/04,1319,4,,,00100000000000000,0100,LE1,10,0122,13303,15053,AT
"POINT (-46.6234101198896 -23.5439995459011)",D121400157,00666,,60,,2014/12/05,1000,4,,,10000000000000000,0100,LE1,10,0122,00666,,AT
"POINT (-46.6076388909038 -23.5270803638239)",D121400158,18197,,1350,,2014/12/12,1000,2,,,11000000000000000,0100,LE1,57,0123,18197,,CO
"POINT (-46.6262286872068 -23.5325938577596)",D121400159,04146,10693,,,2014/12/12,1120,2,,,01010000000000000,0100,CN2,09,0123,04146,10693,CL
"POINT (-46.6116710631429 -23.5326053556013)",D121400160,10177,17180,,,2014/12/15,1545,2,,,11000000000000000,0100,LE1,57,0123,10177,17180,CL
"POINT (-46.6330795835887 -23.535210793556)",D121400161,18993,19742,,,2014/12/17,1020,2,B,,11000000000000000,0100,CN3,09,0123,18993,19742,CO
"POINT (-46.6258773858764 -23.5431025277858)",D121400162,00869,,94,,2014/12/18,0925,2,,,11000000000000000,0100,LE1,10,0123,00869,,CO
"POINT (-46.6068997215907 -23.5278833965628)",D121400163,17180,10528,,,2014/12/22,0744,2,,,11000000000000000,0100,LE1,57,0123,10528,17180,CO
"POINT (-46.6172701377554 -23.5421689390603)",D121400164,05229,,62,,2014/12/22,1445,4,,,10000000000000000,0100,LE1,10,0123,05229,,AT
"POINT (-46.6223700917962 -23.535033685181)",D121400165,19516,10485,,,2014/12/24,1050,4,,,01000000000000000,0100,CN2,10,0123,01276,10485,AT
"POINT (-46.6253529473273 -23.5343268116471)",D121400166,10485,,726,,2014/12/30,0804,2,,,01010000000000000,0100,CN3,09,0123,10485,,CO
"POINT (-46.6250988221337 -23.5479171516837)",D121400167,16870,,940,,2014/12/05,1730,2,,,01000000000100000,0100,LE1,10,0124,16870,,CO
"POINT (-46.607562035431 -23.5390257642623)",D121400168,04736,,495,,2014/12/06,0140,4,,,00100000000000000,0100,LE1,08,0124,04736,,AT
"POINT (-46.6336383847513 -23.5193819810153)",D121400169,04561,,4100,,2014/12/06,2245,4,,,00000000000000010,0100,TT,09,0124,29772,,AT
"POINT (-46.409544783113 -23.533704055683)",D121400170,05229,,,NC,2014/12/08,1800,4,,,01000000000000000,0100,LE3,47,0124,05229,,AT
"POINT (-46.6252762227719 -23.5278747940002)",D121400171,05567,,452,,2014/12/12,1730,2,,,40000000000000000,0100,CN2,57,0124,05567,,CF
"POINT (-46.6067918152593 -23.5382216176033)",D121400172,10177,,82,,2014/12/19,2210,4,C,,10000000000000000,0100,LE1,08,0124,10177,,AT
"POINT (-46.620719539304 -23.529683328851)",D121400173,19516,05707,,,2014/12/20,0400,2,,,11000000000000000,0100,CN2,57,0124,05707,19516,CO
"POINT (-46.6192583985682 -23.5443701736672)",D121400174,16870,,1379,,2014/12/20,0944,2,B,,11000000000000000,0100,LE1,10,0124,16870,,CO
"POINT (-46.6161223445932 -23.5426381665038)",D121400175,05229,,01,,2014/12/22,2347,4,C,,00000001000000000,0100,LE1,10,0125,05229,,AT
"POINT (-46.6273057433205 -23.5234852421656)",D121400176,08323,17256,,,2014/12/23,1540,2,,,00000002000000000,0600,CN2,09,0125,08323,17256,CO
"POINT (-46.6135469880869 -23.5255282116686)",D121400177,03445,08359,,,2014/12/23,1550,2,,,10000000000100000,0200,CN2,57,0125,03445,08359,CT
"POINT (-46.6177343807771 -23.5319017288056)",D121400178,15080,14224,,,2014/12/23,1600,2,,,01000000000000010,0100,CN2,57,0126,14224,15080,CH
"POINT (-46.6124546949854 -23.5319391922386)",D121400179,18197,10177,,,2014/12/25,0950,2,,,00000000000200000,0100,LE1,57,0126,10177,18197,CO
"POINT (-46.6189066364491 -23.540728279045)",D121400180,11456,,450,,2014/12/21,0630,4,,,00000000000000010,0100,LE1,10,0126,11456,,AT
"POINT (-46.6124546949854 -23.5319391922386)",D121400181,18197,10177,,,2014/12/25,1615,2,,,10000000000100000,0100,LE1,57,0126,10177,18197,CL
"POINT (-46.607638565073 -23.5284963354846)",D121400182,17180,,743,,2014/12/26,0950,2,,,10000000000000000,0100,LE1,57,0126,17180,,CH
"POINT (-46.6253426699783 -23.530875970413)",D121400183,05567,,100,,2014/12/26,2000,4,B,,00000000000100000,0100,CN2,57,0126,05567,,AT
"POINT (-46.6210262556293 -23.5455662508671)",D121400184,16870,,965,,2014/12/26,2334,4,,,01000000000000000,0100,LE1,10,0126,16870,,AT
"POINT (-46.6063616498271 -23.5484686977531)",D121400185,08798,07790,,,2014/12/27,1545,2,,,11000000000000000,0100,LE1,10,0126,07790,08798,CL
"POINT (-46.603268125197 -23.5385916457099)",D121400186,04736,,910,,2014/12/20,1830,2,,,00100000000000000,0100,LE1,08,0127,04736,,QD
"POINT (-46.6283287300005 -23.5097977034951)",D121400187,17799,,1318,,2014/12/02,1430,4,C,,01000000000000000,0100,CN1,71,0127,17799,,AT
"POINT (-46.6446193966792 -23.5351817080265)",D121400188,08656,08255,,,2014/12/21,1708,2,,,00100001000000000,0100,NO1,70,0128,08255,08656,SI
"POINT (-46.6508476497397 -23.5376741115466)",D121400189,08023,15358,,,2014/12/03,0915,4,,,10000000000000000,0100,NO1,70,0128,08023,15358,AT
"POINT (-46.6528274131219 -23.5340408951708)",D121400190,07728,16383,,,2014/12/11,0702,4,,,10000000000000000,0100,NO1,70,0128,07728,16383,AT
"POINT (-46.6477165107352 -23.5462100298615)",D121400191,00989,,500,,2014/12/11,1905,2,B,,01000000000100000,0100,CN3,67,0128,00989,,CT
"POINT (-46.6465646708889 -23.5307096539266)",D121400192,17115,17053,,,2014/12/01,2000,2,,,11000000000000000,0100,CN1,70,0128,17053,17115,CT
"POINT (-46.6547712668154 -23.5280383171371)",D121400193,03674,,09,,2014/12/03,2245,2,,,11000000000000000,0100,NO1,70,0128,03674,,CL
"POINT (-46.6602524357735 -23.531776341952)",D121400194,14947,,406,,2014/12/05,2210,4,,,01000000000000000,0100,NO1,70,0128,14947,,AT
"POINT (-46.6446728251106 -23.5316333227441)",D121400195,14750,16321,,,2014/12/03,1020,4,,,10000000000000000,0100,CN1,70,0128,14750,16321,AT
"POINT (-46.6479886642994 -23.5406664439042)",D121400196,17957,,98,,2014/12/06,2000,2,,,01000000000000000,0100,NO1,70,0129,17957,,CH
"POINT (-46.6457865206445 -23.5344382744092)",D121400197,08023,,433,,2014/12/12,1659,4,,,00000001000000000,0100,NO1,70,0129,08023,,AT
"POINT (-46.6444349629207 -23.5335581149879)",D121400198,08023,17115,,,2014/12/27,0946,2,,,20000000000000000,0100,CN1,70,0129,08023,17115,CO
"POINT (-46.6447514893525 -23.545549604737)",D121400199,02115,18102,,,2014/12/15,2000,4,,,01000000000000000,0100,CN3,67,0129,02115,18102,AT
"POINT (-46.6767645469681 -23.5790891069927)",D121400200,14804,,5328,,2014/12/08,0748,2,,,11000000000000000,0100,SO1,63,0130,14804,,SI
"POINT (-46.6610460930587 -23.5693079456109)",D121400201,14804,,3500,,2014/12/04,1843,2,,,30000000000000000,0100,SO1,44,0130,14804,,CT
"POINT (-46.6637309701607 -23.5770676734574)",D121400202,03581,19544,,,2014/12/25,0755,2,,,10000000000100000,0100,SO1,44,0130,03581,19544,CT
"POINT (-46.660077396113 -23.558044891483)",D121400203,15656,02497,,,2014/12/01,1735,4,,,01000000000000000,0100,OE1,26,0130,02497,15656,AT
"POINT (-46.659223259037 -23.5699881578388)",D121400204,11989,,532,,2014/12/01,1810,2,,,11000000000000000,0100,SO1,44,0130,11989,,CL
"POINT (-46.6541683987844 -23.5713359849505)",D121400205,11078,,118,,2014/12/01,1929,2,,,01000000000100000,0100,SO1,44,0130,11078,,SI
"POINT (-46.6557491819225 -23.5619105633582)",D121400206,04526,15656,,,2014/12/02,1845,2,,,00000001000000000,0100,OE1,07,0130,04526,15656,QD
"POINT (-46.6609130327918 -23.5572935021018)",D121400207,15656,08562,,,2014/12/03,2300,2,,,01000000000000100,0100,OE1,26,0130,08562,15656,CO
"POINT (-46.664022292769 -23.5619361833425)",D121400208,02497,,2295,,2014/12/04,1040,2,B,,00001000000100000,0100,OE1,44,0130,02497,,CO
"POINT (-46.6633349876289 -23.5713930983857)",D121400209,06651,14804,,,2014/12/04,2130,2,,,11000000000000000,0200,SO1,44,0131,06651,14804,CO
"POINT (-46.672656180216 -23.5684753664206)",D121400210,03581,,1640,,2014/12/05,1130,2,,,02000000000000000,0100,OE1,44,0131,03581,,SI
"POINT (-46.6627122465763 -23.5556847729528)",D121400211,15656,05245,,,2014/12/06,2041,4,,,00100000000000000,0100,OE1,26,0131,05245,15656,AT
"POINT (-46.6596638293806 -23.5587710019548)",D121400212,15656,,2073,,2014/12/06,2332,2,,,20000000000000000,0200,OE1,44,0131,15656,,SI
"POINT (-46.6633644875622 -23.5737345819099)",D121400213,08815,04879,,,2014/12/08,0710,2,,,11000000000000000,0100,SO1,44,0131,04879,08815,CO
"POINT (-46.6746645812156 -23.5647222042905)",D121400214,02484,10387,,,2014/12/10,1835,2,,,01000000000000100,0100,OE1,44,0131,02484,10387,CO
"POINT (-46.6698438876963 -23.5715737000599)",D121400215,03581,,1193,,2014/12/11,1440,4,,,10000000000000000,0100,OE1,44,0131,03581,,AT
"POINT (-46.6531371724318 -23.5716007980631)",D121400216,12165,,2808,,2014/12/12,0745,4,,,00100000000000000,0100,SO1,44,0131,12165,,AT
"POINT (-46.6582626985678 -23.5745202864399)",D121400217,03805,,100,,2014/12/12,0922,4,,,10000000000000000,0100,SO1,44,0132,03805,,AT
"POINT (-46.6689381493356 -23.5665566016636)",D121400218,06651,02497,,,2014/12/14,0230,2,,,10000000000000100,0100,OE1,44,0132,02497,06651,CO
"POINT (-46.6566539680304 -23.564489526665)",D121400219,10004,00630,,,2014/12/15,1330,2,,,11000000000000000,0100,SO1,44,0132,00630,10004,CO
"POINT (-46.663395973755 -23.5613404818994)",D121400220,02497,,2213,,2014/12/17,1330,2,,,11000000000000000,0100,OE1,44,0132,02497,,CL
"POINT (-46.6554436050804 -23.5738171832559)",D121400221,12165,11989,,,2014/12/17,2252,2,,,11000000000000000,0100,SO1,44,0132,11989,12165,SI
"POINT (-46.6613719968325 -23.5570547157308)",D121400222,98744,,01,,2014/12/18,1700,2,,,11000000000000000,0100,OE1,26,0132,98744,,CO
"POINT (-46.6718792628716 -23.5693300334349)",D121400223,03581,05175,,,2014/12/20,1034,2,,,20000000000000000,0100,OE1,44,0132,03581,05175,CO
"POINT (-46.6633644875622 -23.5737345819099)",D121400224,08815,04879,,,2014/12/20,1244,2,,,10000000000100000,0100,SO1,44,0132,04879,08815,CO
