WKT,Cadlog,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Dia
"POINT EMPTY",,D111101706,09084,,,PXR GUARABU,2011/11/30,2200,4,D,,63,4815,,,01000000000000000,0200,PE,89,0714,09084,,EKP4670,MO,,,,,AT,,,,
"POINT (-46.487227 -23.530742)",,D111101707,05009,,290,,2011/11/07,0019,4,D,,63,8214,,,10000000000000000,0200,PE,53,0714,05009,,BSH5851,AU,,,,,AT,,,,
"POINT (-46.451977 -23.518272)",,D111101708,09084,,5984,,2011/11/07,1750,2,D,,63,8243,C,,10000001000000000,0100,PE,89,0714,09084,,DJB1159,OU,CYX6125,AU,,,CT,,,,
"POINT (-46.482592 -23.525751)",,D111101709,46936,,0,,2011/11/08,1830,2,D,,63,8268,,,01010000000000000,0100,PE,46,0714,46936,,EQD9924,MO,BWI0593,CM,,,CT,,,,
"POINT (-46.487907 -23.531151)",,D111101710,10340,,1,,2011/11/11,1930,2,D,,63,8993,,,11000000000000000,0100,PE,76,0714,10340,,DYE3552,AU,CTV4999,MO,,,CO,,,,
"POINT (-46.450118 -23.516234)",,D111101711,23879,01594,,,2011/11/12,2010,2,D,,63,8425,,,11000000000000000,0300,PE,89,0715,01594,23879,EJQ7764,MO,,AU,,,CO,,,,
"POINT (-46.473718 -23.533661)",,D111101712,13881,,6000,,2011/11/13,2245,4,D,,63,8472,,,10000000000000000,0100,PE,65,0715,13881,,DIT3570,AU,,,,,AT,,,,
"POINT EMPTY",,D111101713,07540,,1,,2011/11/23,0100,2,D,,63,8470,,,00100000000000000,0100,PE,89,0715,07540,,ELQ9859,ON,,,,,CH,,,,
"POINT (-46.454607 -23.535456)",,D111101714,09084,,2000,,2011/11/28,0105,4,D,,63,8907,,,00000001000000000,0100,PE,89,0715,09084,,ECT0961,OU,,,,,AT,,,,
"POINT (-46.456638 -23.537669)",,D111101715,34616,,1327,,2011/11/11,0840,2,D,,63,9235,,,01000000000100000,0100,PE,53,0715,34616,,,MO,CVR5003,CM,,,CF,,,,
"POINT (-46.462979 -23.539646)",,D111101716,16571,05266,,,2011/11/14,1420,2,D,,64,1752,,,20000000000000000,0100,PE,05,0716,05266,16571,EZB1787,AU,APM3784,AU,,,CT,,,,
"POINT (-46.497556 -23.533864)",,D111101717,15669,,,PXR CONC CASTEL,2011/11/30,0840,2,D,,64,1960,,,01010000000000000,0100,PE,72,0716,15669,,CKS5486,MO,EEV6854,CA,,,CO,,,,
"POINT EMPTY",,D111101718,05267,,11111,,2011/11/26,1020,2,D,,64,4706,,,01000000000000000,0100,VA,36,0716,05267,,EFK6833,MO,,,,,QM,,,,
"POINT (-46.498239 -23.533202)",,D111101719,04008,,1,,2011/11/07,2030,2,D,,64,7456,,,00100000000000000,0100,PE,65,0716,04008,,DTB5746,ON,,,,,QD,,,,
"POINT (-46.483351 -23.544373)",,D111101720,09806,,3620,,2011/11/16,1900,4,D,,64,7540,C,,00100000000000000,0100,PE,76,0716,09806,,ECT8150,ON,,,,,AT,,,,
"POINT (-46.486928 -23.54379)",,D111101721,02426,19800,,,2011/11/18,1320,4,D,,64,7792,,,10000000000000000,0200,VA,36,0716,02426,19800,CSF1774,AU,,,,,AT,,,,
"POINT (-46.485266 -23.545988)",,D111101722,10627,16048,,,2011/11/25,2030,4,D,,64,7864,,,10000000000000000,0100,PE,05,0716,10627,16048,EBU5366,AU,,,,,AT,,,,
"POINT (-46.485392 -23.540485)",,D111101723,12871,,21,,2011/11/30,2145,4,D,,64,7895,,,01000000000000000,0100,VA,36,0716,12871,,DJK6831,MO,,,,,AT,,,,
"POINT EMPTY",,D111101724,14581,,685,,2011/11/08,2303,4,D,,64,9150,,,10000000000000000,0100,PE,65,0716,14581,,CMN7182,AU,,,,,AT,,,,
"POINT EMPTY",,D111101725,16571,,394,,2011/11/14,0130,2,D,,64,9333,C,,10000000000100000,0100,PE,03,0716,16571,,BYO4938,AU,DUC1148,CM,,,CO,,,,
"POINT EMPTY",,D111101726,15671,,1318,,2011/11/17,2039,4,D,,64,9465,,,10000000000000000,0100,VA,36,0716,15671,,BNC9591,AU,,,,,AT,,,,
"POINT (-46.498239 -23.533202)",,D111101727,21253,,1387,,2011/11/19,2148,4,D,,64,9509,,,10000000000000000,0100,PE,00,0716,21253,,HLX0130,AU,,,,,AT,,,,
"POINT EMPTY",,D111101728,06573,70314,,,2011/11/20,1602,4,D,,64,9535,,,10000000000000000,0100,VA,36,0717,06573,70314,CHC9475,AU,,,,,AT,,,,
"POINT (-46.490461 -23.551903)",,D111101729,09804,17302,,,2011/11/21,2038,2,D,,64,9586,B,,01000001000000000,0100,VA,36,0717,09804,17302,DGM0581,MO,ELQ7393,OU,,,CO,,,,
"POINT (-46.418155 -23.522159)",,D111101730,18109,,48,,2011/11/25,1638,2,D,,64,9727,,,11000000000000000,0100,VA,36,0717,18109,,EXF3655,MO,ETI1187,AU,,,CO,,,,
"POINT (-46.416935 -23.523888)",,D111101731,05267,,,NC,2011/11/30,1700,4,D,,64,9924,,,10000000000000000,0100,VA,36,0717,05267,,DWA9631,AU,,,,,AT,,,,
"POINT (-46.405628 -23.523824)",,D111101732,12156,,100,,2011/11/07,0540,2,D,,65,1628,,,11000000000000000,0200,PE,05,0718,12156,,EUW5124,AU,LOT5517,MO,,,CO,,,,
"POINT (-46.426453 -23.513311)",,D111101733,98912,,,PXTOMAZZO FERRA,2011/11/11,0745,2,D,,65,1713,,,02000000000000000,0100,VA,36,0718,98912,,EJO2886,MO,EXF6206,MO,,,CT,,,,
"POINT (-46.402955 -23.536119)",,D111101734,12156,,,PXR MACIEL MONT,2011/11/22,0740,2,D,,65,1857,,,11000000000000000,0100,SI,05,0718,12156,,EEO8802,AU,LOJ8802,MO,,,CO,,,,
"POINT (-46.402135 -23.535664)",,D111101736,00039,,186,,2011/11/05,1520,4,D,,65,4436,,,10000000000000000,0100,VA,05,0718,00039,,EZH0860,AU,,,,,AT,,,,
"POINT (-46.403489 -23.536188)",,D111101737,36162,,61,,2011/11/07,1830,2,D,,65,4464,,,11000000000000000,0100,VA,38,0718,36162,,EXJ0030,MO,CIB7608,AU,,,CO,,,,
"POINT EMPTY",,D111101738,36172,36154,,,2011/11/09,1615,2,D,,65,4499,,,10000000000100000,0200,VA,,0718,36154,36172,DPG1032,CM,EJK4552,AU,,,CL,,,,
"POINT (-46.417706 -23.542067)",,D111101739,04045,,100,,2011/11/08,1930,4,D,,65,4574,,,00000000000000010,0100,VA,05,0718,04045,,,SI,,,,,AT,,,,
"POINT (-46.404793 -23.537124)",,D111101740,12156,,2700,,2011/11/17,1330,2,D,,65,4586,C,,01000000000000000,0200,PE,05,0718,12156,,,MO,,,,,QM,,,,
"POINT (-46.403348 -23.537151)",,D111101741,12156,,3884,,2011/11/06,1214,2,D,,65,9027,,,11000000000000000,0100,PE,05,0718,12156,,EFH0638,MO,DIS3798,AU,,,CT,,,,
"POINT (-46.406318 -23.531025)",,D111101742,12156,,1888,,2011/11/16,1715,2,D,,65,9428,B,,11000000000000000,0100,PE,05,0719,12156,,EJN8305,MO,DNA1047,AU,,,CL,,,,
"POINT (-46.399592 -23.524072)",,D111101743,12156,,,PXMETRO ITAQUER,2011/11/17,1505,2,D,,65,9467,,,01000000000000000,0100,SI,05,0719,12156,,MQU5561,MO,,,,,QM,,,,
"POINT (-46.399697 -23.534215)",,D111101744,12156,13240,,,2011/11/26,0515,4,D,,65,9739,,,10000000000000000,0100,VA,05,0719,12156,13240,DED9882,AU,,,,,AT,,,,
"POINT (-46.413147 -23.52988)",,D111101745,34654,,300,,2011/11/28,2200,2,D,,65,9853,,,00100000000000000,0100,PE,38,0719,34654,,EFU4619,ON,,,,,QD,,,,
"POINT EMPTY",,D111101747,07175,,1569,,2011/11/02,0800,2,D,,67,1568,,,11000000000000000,0100,PE,86,0720,07175,,DYZ8251,MO,EQM1394,AU,,,CO,,,,
"POINT EMPTY",,D111101748,14095,78929,,,2011/11/03,2230,2,D,,67,8713,,,20000000000000000,0100,PE,47,0720,14095,78929,DOE9415,AU,CCT7278,AU,,,CT,,,,
"POINT EMPTY",,D111101749,67250,,12,,2011/11/12,1742,2,D,,67,9043,B,,02000000000000000,0100,PE,50,0720,67250,,DLO5833,MO,,MO,,,CO,,,,
"POINT (-46.424706 -23.555255)",,D111101750,11542,,3700,,2011/11/27,1430,2,D,,67,9570,,,20000000000000000,0100,PE,76,0720,11542,,CVS4041,AU,DUU7456,AU,,,CT,,,,
"POINT (-46.432169 -23.53296)",,D111101751,11543,,650,,2011/11/04,1200,4,D,,68,1604,,,10000000000000000,0100,VA,47,0721,11543,,DAS6739,AU,,,,,AT,,,,
"POINT EMPTY",,D111101752,11543,,744,,2011/11/08,1211,4,D,,68,1653,,,01000000000000000,0100,VA,47,0721,11543,,DXI7393,MO,,,,,AT,,,,
"POINT EMPTY",,D111101753,11543,,579,,2011/11/30,0430,2,D,,68,1956,,,01000001000000000,0100,VA,47,0721,11543,,ESK2417,OU,EYB4965,MO,,,SI,,,,
"POINT (-46.439705 -23.540769)",,D111101754,98912,,,PXR MARGARIDA C,2011/11/03,1840,2,D,,68,3197,,,01000000000100000,0100,VA,36,0721,12996,,DGR0515,CM,CPI5073,MO,,,CO,,,,
"POINT (-46.431767 -23.548741)",,D111101755,14913,,450,,2011/11/14,0520,2,D,,68,3304,,,01000000000000000,0100,VA,50,0721,14913,,EEC8560,MO,,,,,QM,,,,
"POINT (-46.516883 -23.562275)",,D111101756,11543,,430,,2011/11/22,0800,2,D,,68,3349,,,01000000100000000,0100,VA,47,0721,11543,,CZB2087,MC,DYZ6361,MO,,,CO,,,,
"POINT (-46.527136 -23.567538)",,D111101757,09329,,100,,2011/11/18,1518,2,D,,68,3379,,,01000000000100000,0100,VA,47,0721,09329,,EXD2204,MO,EQB9036,CM,,,CO,,,,
"POINT (-46.515578 -23.577111)",,D111101758,34369,,333,,2011/11/12,1700,2,D,,68,3399,,,10000000000000000,0100,VA,50,0721,34369,,DMT5479,AU,,,,,TB,,,,
"POINT (-46.512153 -23.59273)",,D111101759,10393,,1307,,2011/11/11,1230,2,D,,68,4775,,,11000000000000000,0100,PE,54,0721,10393,,EVP3370,AU,EFK4310,MO,,,CO,,,,
"POINT (-46.512882 -23.565316)",,D111101760,10393,,,PXJA LAGEADO,2011/11/27,2030,2,D,,68,9582,,,11000000000000000,0100,PE,54,0721,10393,,CMT3324,MO,MEU0778,AU,,,CO,,,,
"POINT EMPTY",,D111101762,09326,,800,,2011/11/17,1752,2,D,,68,3417,,,10000000000100000,0100,VA,47,0722,09326,,DMM5223,AU,BOD9701,CM,,,CO,,,,
"POINT (-46.52073 -23.596591)",,D111101763,10152,,12,,2011/11/08,0830,2,D,,103,1645,,,01100000000000000,0100,VA,46,0723,10152,,DTA8620,ON,JFP1827,MO,,,CO,,,,
"POINT (-46.524493 -23.585123)",,D111101764,37269,37209,,,2011/11/08,1145,4,D,,103,1650,,,00100000000000000,0100,PE,,0723,37209,37269,DJC5517,ON,,,,,AT,,,,
"POINT (-46.520586 -23.565846)",,D111101765,09590,,7573,,2011/11/26,0915,2,D,,103,1912,,,11000000000000000,0100,VA,36,0723,09590,,EHB2317,MO,EGT2540,AU,,,CT,,,,
"POINT EMPTY",,D111101766,20804,,1500,,2011/11/26,0600,2,D,,103,1926,,,01100000000000000,0200,VA,51,0723,20804,,DTE4348,ON,DLZ1370,MO,,,CO,,,,
"POINT (-46.520784 -23.559103)",,D111101767,09590,,1397,,2011/11/28,0830,2,D,,103,1928,,,01000000000000010,0100,VA,36,0723,09590,,,MO,,SI,,,CO,,,,
"POINT EMPTY",,D111101768,20804,,2056,,2011/11/10,1100,2,D,,103,4525,,,00100001000000000,0100,VA,51,0723,20804,,DJC1648,ON,DTB4898,OU,,,CO,,,,
"POINT EMPTY",,D111101769,10152,,300,,2011/11/17,1100,2,D,,103,4607,,,01100000000000000,0100,VA,46,0723,10152,,EJM0600,MO,DTB2950,ON,,,CO,,,,
"POINT (-46.513104 -23.584462)",,D111101770,35915,37933,,,2011/11/22,1640,2,D,,103,4680,,,10001000000000000,0100,VA,36,0723,35915,37933,CPA7387,AU,,BI,,,CO,,,,
"POINT (-46.511406 -23.588241)",,D111101771,11892,,771,,2011/11/27,2035,4,D,,103,8897,,,10000000000000000,0100,VA,61,0723,11892,,,AU,,,,,AT,,,,
"POINT (-46.532864 -23.573369)",,D111101772,17135,,620,,2011/11/15,1441,2,D,,41,1430,B,,20000000000000000,0200,VA,27,0801,17135,,AOD8848,AU,CCB4482,AU,,,CO,,,,
"POINT (-46.519072 -23.58572)",,D111101773,10503,,1670,,2011/11/16,0810,2,D,,41,1433,,,21000000000000000,0100,MO,04,0801,10503,,EQE2320,MO,EQG4332,AU,DOM1376,AU,CO,,,,
"POINT EMPTY",,D111101774,14366,10891,,,2011/11/28,1730,2,D,,41,1560,,,11000000000000000,0100,VP,04,0801,10891,14366,EFK6788,MO,,AU,,,CH,,,,
"POINT EMPTY",,D111101775,14801,,599,,2011/11/30,1100,2,D,,41,1570,,,02000000000000000,0200,VP,78,0801,14801,,EQS7922,MO,EMD8211,MO,,,CO,,,,
"POINT (-46.401552 -23.561384)",,D111101776,17135,,1170,,2011/11/12,1600,2,D,,41,6127,,,11000000000000000,0100,VA,27,0801,17135,,EJP1117,MO,ELQ7599,AU,,,CH,,,,
"POINT (-46.423027 -23.594249)",,D111101777,09134,,2035,,2011/11/01,1816,4,D,,41,6492,,,10000000000000000,0100,VP,04,0801,09134,,EBX6143,AU,,,,,AT,,,,
"POINT (-46.40063 -23.566937)",,D111101778,11967,,250,,2011/11/09,1549,2,D,,41,6651,,,01000000000100000,0100,VP,88,0801,11967,,EQE8283,MO,DZA7726,CM,,,CO,,,,
"POINT (-46.415909 -23.56467)",,D111101779,02878,,1100,,2011/11/11,0630,2,D,,41,6653,,,01000000000000010,0100,VP,78,0801,02878,,EQP3266,MO,,SI,,,CO,,,,
"POINT (-46.413375 -23.552882)",,D111101780,02666,16062,,,2011/11/02,1830,2,D,,41,6882,,,11000000000000000,0100,MO,04,0801,02666,16062,EXA1794,MO,DWH0618,AU,,,CF,,,,
"POINT (-46.410604 -23.543899)",,D111101781,09134,14366,,,2011/11/25,1640,4,D,,41,6906,,,01000000000000000,0100,VP,04,0801,09134,14366,DLV5681,MO,,,,,AT,,,,
"POINT (-46.404145 -23.549122)",,D111101782,17135,,99,,2011/11/28,1640,2,D,,41,9638,,,11000000000000000,0100,VA,27,0801,17135,,,AU,DZR3379,MO,,,SI,,,,
"POINT (-46.402053 -23.550164)",,D111101783,35091,14366,,,2011/11/05,0103,2,D,,41,6953,,,11000000000000000,0200,VP,04,0802,03852,14366,DRX7726,MO,EMV9548,AU,,,CO,,,,
"POINT (-46.408325 -23.560538)",,D111101784,02878,09134,,,2011/11/06,1900,2,D,,41,7018,,,11100000000000000,0100,VP,72,0802,02878,09134,EQP1959,MO,LYW3273,AU,DJB0783,ON,CO,,,,
"POINT (-46.404162 -23.556999)",,D111101785,60440,,199,,2011/11/13,1910,2,D,,41,7211,,,20000000000000000,0200,VP,27,0802,60440,,EUP1217,AU,BNR7209,AU,,,CO,,,,
"POINT (-46.412418 -23.549199)",,D111101786,02878,,2557,,2011/11/26,2200,2,D,,41,7594,,,20000000000000000,0200,VP,78,0802,02878,,,AU,DVN6558,AU,,,CO,,,,
"POINT EMPTY",,D111101787,03852,,26,,2011/11/28,1850,4,D,,41,7648,,,01000000000000000,0100,MO,04,0802,03852,,DUV8191,MO,,,,,AT,,,,
"POINT EMPTY",,D111101788,02878,,1680,,2011/11/28,2318,2,D,,41,7654,,,01100000000000000,0100,VP,78,0802,02878,,DJF6917,ON,EXE2778,MO,,,CO,,,,
"POINT EMPTY",,D111101789,10503,,150,,2011/11/20,2020,4,D,,41,8565,,,10000000000000000,0100,MO,04,0802,10503,,,AU,,,,,AT,,,,
"POINT EMPTY",,D111101790,98737,,,PXAV NACIONALIS,2011/11/12,0857,4,D,,41,10524,,,01000000000000000,0100,VP,04,0802,98737,,DYY3658,MO,,,,,AA,,,,
"POINT (-46.410863 -23.55678)",,D111101791,78844,,28,,2011/11/04,1650,4,D,,44,1327,,,10000000000000000,0100,VA,50,0803,78844,,EMM1798,AU,,,,,AT,,,,
"POINT (-46.400661 -23.559072)",,D111101792,43405,,1080,,2011/11/05,0608,2,D,,44,1331,,,30000000000000000,0200,VA,25,0803,43405,,DKQ3010,AU,EAL4142,AU,AQL8508,AU,CO,,,,
"POINT EMPTY",,D111101793,72736,,189,,2011/11/05,1330,4,D,,44,1337,,,01000000000000000,0100,VA,31,0803,72736,,DKL7700,MO,,,,,AT,,,,
"POINT EMPTY",,D111101794,43405,72670,,,2011/11/24,0600,4,D,,44,1510,C,,10000000000000000,0100,VP,,0803,43405,72670,EQC2710,AU,,,,,AT,,,,
"POINT EMPTY",,D111101795,15569,,,PXCAIXA D'AGUA,2011/11/03,1223,2,D,,44,5366,,,00000000100000000,0100,VA,50,0803,15569,,,MC,,,,,QD,,,,
"POINT (-46.416274 -23.563932)",,D111101796,15213,,,NC,2011/11/10,0750,2,D,,44,5496,,,00100000000000000,0100,VA,50,0803,15213,,EMU2513,ON,,,,,QF,,,,
"POINT (-46.480113 -23.60532)",,D111101797,34375,,122,,2011/11/02,1712,2,D,,44,5908,,,10000000100000000,0200,VA,50,0803,34375,,,MC,DGI6712,AU,,,SI,,,,
"POINT (-46.49106 -23.582351)",,D111101798,34375,,337,,2011/11/05,2300,2,D,,44,5979,,,00000000000000010,0100,VA,50,0803,34375,,,SI,,,,,SI,,,,
"POINT (-46.443983 -23.600761)",,D111101799,16494,,184,,2011/11/06,1342,2,D,,44,5996,,,11000000000000000,0100,VA,50,0803,16494,,DZO1543,MO,CCQ2284,AU,,,CF,,,,
"POINT EMPTY",,D111101800,06455,,67,,2011/11/07,0022,2,D,,44,6008,,,20000000000000000,0300,VA,50,0804,06455,,CYH1535,AU,DON1224,AU,,,CO,,,,
"POINT (-46.488443 -23.593329)",,D111101801,21711,,400,,2011/11/11,2015,2,D,,44,6105,,,11000000000000000,0100,VA,50,0804,21711,,HMO6691,AU,HCP2012,MO,,,CO,,,,
"POINT (-46.536109 -23.541253)",,D111101802,72670,,996,,2011/11/12,2329,2,D,,44,6130,,,20000000000000000,0200,VA,50,0804,72670,,DVD7944,AU,JQX2762,AU,,,CO,,,,
"POINT (-46.489129 -23.592098)",,D111101803,72670,,900,,2011/11/13,1932,2,D,,44,6152,,,10100000000000000,0200,VA,50,0804,72670,,JNC3117,AU,EFU2695,ON,,,CT,,,,
"POINT (-46.478626 -23.607239)",,D111101804,20804,,1900,,2011/11/21,0323,2,D,,44,6323,,,20000000000000000,0200,VA,51,0804,20804,,DAS7377,AU,CYY1700,AU,,,CF,,,,
"POINT (-46.46775 -23.598651)",,D111101805,72670,,8390,,2011/11/24,2000,4,D,,44,6401,,,10000000000000000,0100,VA,50,0804,72670,,DMK2535,AU,,,,,AT,,,,
"POINT (-46.441258 -23.594782)",,D111101806,15569,,560,,2011/11/25,2053,4,D,,44,6419,,,00000000000000010,0100,VA,50,0804,15569,,,SI,,,,,AT,,,,
"POINT EMPTY",,D111101807,16494,,1000,,2011/11/26,2136,2,D,,44,6450,,,01000000000100000,0100,VA,50,0804,16494,,,MO,DBW4350,CM,,,SI,,,,
"POINT (-46.484228 -23.592146)",,D111101808,75421,,1200,,2011/11/27,1538,2,D,,44,6471,,,10000000000000010,0100,VA,50,0804,75421,,HNE1256,AU,,SI,,,SI,,,,
"POINT (-46.44544 -23.594602)",,D111101809,98990,,63,,2011/11/27,2000,4,D,,44,6475,,,01000000000000000,0100,VA,32,0805,98990,,EXC2979,MO,,,,,AT,,,,
"POINT (-46.453698 -23.596676)",,D111101810,20804,,1,,2011/11/06,0748,2,D,,44,10259,,,11000000000000000,0100,VA,51,0805,20804,,EXB4217,MO,DAK1027,AU,,,CO,,,,
"POINT (-46.453492 -23.610144)",,D111101811,43405,20804,,,2011/11/09,0615,2,D,,44,10576,,,11000000000000000,0100,VA,22,0805,20804,43405,EYS3542,AU,DRW7210,MO,,,CO,,,,
"POINT (-46.480481 -23.604606)",,D111101812,13671,,2735,,2011/11/12,1025,4,D,,49,1403,,,10000000000000000,0100,VA,75,0506,13671,,EQR5851,AU,,,,,AT,,,,
"POINT (-46.452708 -23.596074)",,D111101813,02181,60675,,,2011/11/24,1600,2,D,,49,1526,,,01000000000100000,0100,VA,75,0506,02181,60675,DJU8804,MO,DZH9013,CM,,,CO,,,,
"POINT (-46.462042 -23.604003)",,D111101814,22425,,,PXRAGUEB CHOFI,2011/11/27,1820,2,D,,49,1546,,,11000000000000000,0100,VA,55,0506,09044,,KHN0870,MO,EDQ2347,AU,,,CO,,,,
"POINT (-46.479572 -23.557538)",,D111101815,09044,46936,,,2011/11/13,1630,4,D,,49,4851,,,01000000000000000,0100,VA,32,0506,09044,46936,,MO,,,,,AT,,,,
"POINT (-46.465433 -23.556843)",,D111101816,13671,,1135,,2011/11/03,2111,4,D,,49,10159,C,,10000000000000000,0100,VA,75,0506,13671,,DKX8519,AU,,,,,AT,,,,
"POINT (-46.446228 -23.554387)",,D111101817,02181,,1900,,2011/11/05,0015,4,D,,49,10205,,,00000000000000010,0100,VA,60,0506,02181,,,SI,,,,,AT,,,,
"POINT (-46.456767 -23.556236)",,D111101818,13671,,1000,,2011/11/07,1200,4,D,,49,10306,,,00000000000000010,0100,VA,75,0506,13671,,,SI,,,,,AT,,,,
"POINT (-46.466991 -23.564408)",,D111101819,13671,,2979,,2011/11/08,1200,2,D,,49,10352,B,,01000000000000010,0100,VA,75,0506,13671,,DRZ2152,MO,,SI,,,CO,,,,
"POINT EMPTY",,D111101820,09044,,1700,,2011/11/08,1656,2,D,,49,10365,,,00101000000000000,0100,VA,32,0506,09044,,ELW8366,ON,,BI,,,CO,,,,
"POINT (-46.478352 -23.569479)",,D111101821,09044,,4757,,2011/11/08,2308,4,D,,49,10375,,,01000000000000000,0100,VA,32,0506,09044,,,MO,,,,,AT,,,,
"POINT (-46.445973 -23.564946)",,D111101822,02181,,12000,,2011/11/09,0915,2,D,,49,10417,,,10010000000000000,0100,VA,60,0506,02181,,CRY9077,CA,CQE6679,AU,,,CT,,,,
"POINT (-46.463963 -23.554186)",,D111101823,74850,,55,,2011/11/10,1930,4,D,,49,10463,,,10000000000000000,0100,VA,55,0506,74850,,BMC5303,AU,,,,,AT,,,,
"POINT EMPTY",,D111101824,09044,,4132,,2011/11/20,1918,2,D,,49,10861,,,01000000000000000,0100,VA,32,0807,09044,,EOH0975,MO,,,,,QM,,,,
"POINT (-46.455946 -23.580747)",,D111101825,68027,72202,,,2011/11/25,1030,2,D,,49,11046,C,,11000000000000000,0100,VA,32,0807,68027,72202,EQR8282,MO,DPG5169,AU,,,CO,,,,
"POINT (-46.434013 -23.563436)",,D111101826,46178,78940,,,2011/11/25,2148,2,D,,49,11069,,,01100000000000000,0100,VA,32,0807,46178,78940,DTY6991,MO,DJB0792,ON,,,CF,,,,
"POINT (-46.462348 -23.550774)",,D111101827,13195,,402,,2011/11/27,1130,2,D,,49,11134,,,10001000000000000,0100,VA,75,0807,13195,,CVM9204,AU,,BI,,,CO,,,,
"POINT (-46.47352 -23.562876)",,D111101828,09044,,3300,,2011/11/27,1700,2,D,,49,11142,B,,01000000000000000,0100,VA,32,0807,09044,,DZN4155,MO,,,,,CL,,,,
"POINT (-46.469567 -23.570736)",,D111101829,24424,,671,,2011/11/28,1745,2,D,,49,11200,,,01010000000000000,0100,VA,55,0807,24424,,LPE5951,MO,CHP1657,CA,,,CL,,,,
"POINT (-46.427118 -23.565679)",,D111101830,74845,,,PXAV LIDER,2011/11/13,1136,2,D,,53,10568,,,10001000000000000,0100,VA,38,0807,74845,,,BI,DMI4837,AU,,,CO,,,,
"POINT (-46.442027 -23.582992)",,D111101831,06927,,621,,2011/11/04,1505,2,D,,53,1325,,,11000000000000000,0200,VA,24,0807,06927,,EXD1365,MO,CIB9111,AU,,,CO,,,,
"POINT (-46.475018 -23.558458)",,D111101832,46936,,160,,2011/11/11,1221,2,D,,53,1395,,,20000000000000000,0100,PE,46,0807,46936,,DRV2380,AU,CIL3890,AU,,,CT,,,,
"POINT (-46.481503 -23.579196)",,D111101833,18110,,223,,2011/11/12,1500,4,D,,53,1411,,,10000000000000000,0200,VA,51,0807,18110,,EUG4056,AU,,,,,AT,,,,
"POINT EMPTY",,D111101834,60675,,100,,2011/11/17,1300,2,D,,53,1447,,,30010000000000000,0300,VA,51,0807,60675,,DYF5490,CA,RUZ5351,AU,CRV7141,AU,CP,,,,
"POINT (-46.639193 -23.566459)",,D111101835,36318,,50,,2011/11/25,1220,2,D,,53,1531,,,10110000000000000,0100,VA,05,0807,36318,,EEI8981,AU,DJB0794,ON,DQL2098,CA,CL,,,,
"POINT EMPTY",,D111101836,13294,,1200,,2011/11/26,1300,2,D,,53,1541,,,11000000000000000,0100,VA,58,0807,13294,,FDS8240,MO,DFQ7098,AU,,,CO,,,,
"POINT (-46.416196 -23.592403)",,D111101837,36392,,,PX AO BECO,2011/11/17,1220,2,D,,53,4912,,,10000000000100000,0100,VA,51,0807,36392,,BOG4816,CM,EUI1977,AU,,,CO,,,,
"POINT EMPTY",,D111101838,06927,12891,,,2011/11/05,2150,2,D,,53,5967,,,11000000000000000,0100,VA,24,0807,06927,12891,EII5602,MO,EJJ7497,AU,,,CO,,,,
"POINT (-46.408777 -23.583995)",,D111101839,16173,,400,,2011/11/12,0100,2,D,,53,6115,,,11000000000000000,0100,VA,00,0809,16173,,EQS9448,MO,BIN9824,AU,,,CO,,,,
"POINT (-46.442208 -23.594825)",,D111101840,45319,,468,,2011/11/12,0130,2,D,,53,6116,,,10000000000000000,0100,VA,58,0809,45319,,ACE9868,AU,,,,,CH,,,,
"POINT (-46.423034 -23.616256)",,D111101841,37306,,1,,2011/11/13,2254,2,D,,53,6157,,,00000000100100000,0200,VA,51,0809,37306,,DTB2141,MC,DSR5181,CM,,,CF,,,,
"POINT (-46.400513 -23.593631)",,D111101842,06927,09580,,,2011/11/15,0345,2,D,,53,6178,,,10000000000000000,0100,VA,24,0809,06927,09580,DVM4134,AU,,,,,CH,,,,
"POINT EMPTY",,D111101843,24570,,46,,2011/11/15,2319,4,D,,53,6191,,,10000000000000000,0100,VA,51,0809,24570,,DMK0517,AU,,,,,AT,,,,
"POINT EMPTY",,D111101844,60675,,1448,,2011/11/16,1841,2,D,,53,6212,B,,11000000000000000,0100,VA,51,0809,60675,,,AU,EFN7951,MO,,,CO,,,,
"POINT (-46.461781 -23.631298)",,D111101845,36383,37306,,,2011/11/20,0005,2,D,,53,6292,,,10000000100000000,0100,VA,46,0809,36383,37306,CSA8544,AU,ELW4427,MC,,,CO,,,,
"POINT (-46.446381 -23.62615)",,D111101846,16173,,1697,,2011/11/23,1700,2,D,,53,6380,,,40020000000000000,0200,VA,00,0809,16173,,MHQ6175,CA,ALL2243,CA,EAG8268,AU,CO,,,,
"POINT (-46.456667 -23.633277)",,D111101847,13294,,2700,,2011/11/24,2200,2,D,,53,6402,,,11000000000000000,0100,VA,58,0810,13294,,,AU,DGT8015,MO,,,CO,,,,
"POINT EMPTY",,D111101848,60675,13294,,,2011/11/27,1820,2,D,,53,6477,,,10000000000000000,0200,VA,,0810,13294,60675,EEF1744,AU,,,,,CP,,,,
